,q95cell_abundance_w_sf_0,q95cell_abundance_w_sf_1,q95cell_abundance_w_sf_2,q95cell_abundance_w_sf_3,q95cell_abundance_w_sf_4,q95cell_abundance_w_sf_5,q95cell_abundance_w_sf_6,q95cell_abundance_w_sf_7,q95cell_abundance_w_sf_8,q95cell_abundance_w_sf_9,q95cell_abundance_w_sf_10,q95cell_abundance_w_sf_11,q95cell_abundance_w_sf_12,q95cell_abundance_w_sf_13,q95cell_abundance_w_sf_14,q95cell_abundance_w_sf_15,q95cell_abundance_w_sf_16,q95cell_abundance_w_sf_17,q95cell_abundance_w_sf_18,q95cell_abundance_w_sf_19,q95cell_abundance_w_sf_20,q95cell_abundance_w_sf_21,q95cell_abundance_w_sf_22,q95cell_abundance_w_sf_23,q95cell_abundance_w_sf_24,q95cell_abundance_w_sf_25,q95cell_abundance_w_sf_26
cellid_000025294-1_2,0.36761773,0.61480856,0.41045782,0.39052546,0.46689183,0.3150176,0.4052014,0.4413206,0.39675152,0.50978535,0.66706824,0.4414706,0.4776675,0.6044727,0.37907034,0.32400265,0.44298282,0.5696298,0.28396162,0.50063574,0.40411472,0.3287334,0.17264614,0.753175,0.27949002,0.3855721,0.40459454
cellid_000025313-1_2,0.18663529,0.30540287,0.25999305,0.18975413,0.22726296,0.23736545,0.3177644,0.26056257,0.19320795,0.37688687,0.3320264,0.49606502,0.19866839,0.3252133,0.2022082,0.30333078,0.43424806,0.25394377,0.18015958,0.285549,0.3444412,0.18701339,0.17133209,0.34134948,0.24262576,0.23516183,0.2279103
cellid_000025334-1_2,0.6027656,0.6409454,0.70229656,1.0077801,0.7812418,0.88805234,0.7921339,0.8932622,1.2054845,1.2837006,0.9035291,0.72558385,0.86520094,0.90464926,0.5922761,0.42617545,1.2340696,0.97900665,0.9653307,0.863861,0.7562617,0.8241496,0.5207886,0.9133849,0.65807766,0.64655226,0.3978841
cellid_000025356-1_2,0.28213286,0.16126032,0.31829736,0.26912642,0.81953025,0.3494269,0.19294105,0.63470423,0.26125157,0.43342218,0.73005503,0.3517872,0.44924188,0.24693383,0.22226577,0.1941145,0.47102803,0.27773663,0.43565637,0.2751548,0.34644952,0.35514197,0.18510868,0.24199449,0.16638161,0.20303832,0.27714843
cellid_000025362-1_2,0.5949693,0.29107243,1.0819052,0.6059645,1.3319408,0.45591623,0.4037662,0.7770913,0.6833224,0.87027156,0.58263564,0.696708,0.65818715,0.8708539,0.79446864,0.4826576,0.5186883,0.549759,0.5222348,0.41295764,0.7176142,0.44241402,0.34548002,0.49277586,0.33002585,0.61322075,0.5253442
cellid_000025369-1_2,1.1076711,0.57205176,1.2809777,1.2123712,1.4744468,1.4632813,0.8075711,1.0702122,0.86205184,1.2241883,1.4969321,0.6603136,1.192385,1.1524084,1.0335968,0.7701786,1.1519461,1.1677426,1.1543063,0.844356,0.9205743,1.099028,1.0056221,0.8710618,1.1109189,0.7650398,0.69120526
cellid_000025385-1_2,0.81782806,0.44426608,0.75027114,1.1432234,0.4295195,0.9698798,1.1871047,0.8329217,0.59434694,1.2789205,0.7483084,0.6685873,0.7994198,0.9025987,1.1062677,0.43274888,0.6973606,0.5954469,0.52195764,0.8663994,0.81972575,0.9318529,0.5128037,0.72265977,1.0154573,0.5107959,0.59492093
cellid_000025432-1_2,1.1016718,2.7372153,1.1926615,2.076,1.6831805,1.2108958,1.3134634,1.2497345,1.4167813,1.2788413,1.4631046,0.8634413,1.1480404,1.3103466,1.3577758,1.1899074,0.94838554,0.9133277,1.6129901,0.967384,1.6244136,1.3846891,1.1282744,1.4878095,1.1829282,0.9819066,1.2806332
cellid_000025445-1_2,0.9453518,1.39977,0.87779933,1.9344411,1.5539916,1.1115501,0.98016286,1.5031083,1.320379,1.537702,1.3334988,0.7028813,1.0819602,1.0243407,1.2516357,0.9609469,1.3400123,0.88213456,1.256876,1.1735303,1.1143845,0.93811196,1.0778432,0.72935337,1.0269691,1.3334997,0.7461248
cellid_000025449-1_2,0.54853034,0.755767,0.20349848,0.40419325,0.37791455,0.40749586,0.3628391,0.567476,0.4163837,0.59511703,0.5104633,0.5354663,0.5855715,0.40135786,0.35648555,0.35195673,0.43135148,0.5480445,0.3991027,0.5531908,0.64579415,0.39989862,0.19346778,0.3920634,0.4040765,0.30719057,0.46461594
cellid_000025450-1_2,0.6519359,0.73837405,0.83039445,1.264368,1.4122839,1.1259247,0.6887582,0.6689568,0.62020564,1.0364146,0.78071177,0.7356062,0.9393123,0.7593271,0.72368187,0.56941247,0.9198165,0.6998615,0.71296954,0.952336,0.5936915,0.60730517,0.47215143,0.7685103,0.6302324,0.43737262,0.50096244
cellid_000025451-1_2,0.45517984,0.2845851,0.44512695,0.5253752,0.4193973,0.38481334,0.5452792,0.5728116,0.33168086,0.41902506,0.4469544,0.5474282,0.5319016,0.68905354,0.48423746,0.27814454,0.30589092,0.3474661,0.40804163,0.4384401,0.31043792,0.419789,0.27707505,0.3363639,0.19641602,0.31778568,0.24088173
cellid_000025455-1_2,0.58946514,7.564626,1.0508282,0.60870445,0.7384473,0.749428,0.8692881,0.9041975,0.77180207,0.88862073,1.0225164,1.0393674,1.2579472,1.0306219,0.828239,1.2062967,0.912101,0.7204818,0.8611817,0.6681131,0.9840168,0.71366876,0.5103347,1.0152625,0.93018895,0.79366994,1.9405594
cellid_000025484-1_2,0.15006498,0.5594271,0.46424216,0.27182338,0.30869383,0.40656567,0.27585864,0.39751896,0.381458,0.4686767,0.58789074,0.79161423,0.46581805,0.20572543,0.23228967,0.19244668,0.5580513,0.20693694,0.2722071,0.32561082,0.55576193,0.15513393,0.12887593,0.40125954,0.25192764,0.4169184,1.8736528
cellid_000025488-1_2,0.2196706,1.1147999,0.5260969,0.47621825,0.24265401,0.45435157,0.4016841,0.60453683,0.2565777,0.6115418,0.5079137,0.36769477,0.32721692,0.5353361,0.42045444,0.35865363,0.48066318,0.2565285,0.23497362,0.54945874,0.40741944,0.25414947,0.18734588,0.3344724,0.3339555,0.38205382,0.35241508
cellid_000025494-1_2,0.414005,1.1208937,0.48056397,0.67241395,0.8467181,0.6785286,0.84824485,1.0310247,0.53326374,0.6838575,0.7138845,1.4248908,0.66005975,0.73930573,0.5602891,1.4549167,1.2046511,0.82496756,0.6691462,0.59722805,1.4347267,0.42389792,0.5538526,0.84666026,0.63877,0.4502956,0.75997233
cellid_000025508-1_2,0.283222,0.4380382,0.37876812,0.8363598,0.55092144,0.36772677,0.3065829,0.6826992,0.5184748,0.5462398,1.0417055,0.5222942,0.42670187,0.38909554,0.43821496,0.43865597,0.42613536,0.50831,0.45946702,0.5317175,0.5562899,0.47777697,0.34994796,0.6489919,0.5534348,0.54404587,0.32476357
cellid_000025545-1_2,0.5685928,2.0634317,0.6464364,1.2483609,0.7923473,0.9750311,1.050206,0.7697968,0.6755838,1.0071319,1.0153651,1.0268569,0.9604351,0.86808103,0.62771964,1.236949,0.84668505,0.800449,0.83756536,0.78747565,0.7929638,0.87790966,0.39649037,1.0777714,0.71557754,0.46386644,0.7456259
cellid_000025551-1_2,0.12365156,0.73792654,0.46767798,0.6839754,0.251415,0.2566217,0.49716428,0.54515046,0.16651592,0.6023971,0.29939663,0.5422306,0.44857043,0.5570348,0.3362866,0.35752356,0.38946432,0.18768844,0.20806229,0.23694895,0.46198002,0.1301369,0.2129524,0.40444317,0.1406307,0.1594225,0.39851624
cellid_000025556-1_2,0.1269386,0.50290924,0.39889744,0.2980837,0.24570294,0.16020614,0.43039584,0.25821736,0.2398429,0.24526498,0.27469775,0.4379813,0.45343265,0.3038282,0.16604938,0.313215,0.19053675,0.27579716,0.20046225,0.32261613,0.35429898,0.21568982,0.092552155,0.26962525,0.17611635,0.21693848,0.31380385
cellid_000025561-1_2,0.57186043,1.6277285,0.8261541,0.5988717,1.1241502,0.59643716,0.55699116,0.9795227,0.52391326,0.67968863,0.8095362,1.5913947,0.9049201,0.6274619,0.45312262,0.5032946,0.643721,0.731573,0.41036612,0.5378098,0.89250505,0.58801234,0.33234358,0.3626928,0.5730972,0.30269292,0.86312085
cellid_000025563-1_2,0.3665545,0.4507255,0.36536562,0.7779413,0.47174534,0.47974983,0.55188346,0.62990355,0.46368426,0.7186183,0.86125904,0.6038001,0.48136848,0.4012686,0.5180855,0.5275393,1.0270486,0.49226192,0.646543,0.5426583,0.5536421,0.34399506,0.568195,1.3134897,0.4763771,0.8092838,0.25820845
cellid_000025586-1_2,0.71699023,0.6981296,0.76363385,1.0435618,1.3051761,1.3890378,1.0014023,1.0305514,0.54597586,1.1975198,0.800743,1.0150256,0.8906709,0.62376845,0.61317563,0.9237519,0.6265889,0.6926624,0.79307306,0.7422217,0.8162111,0.41308278,0.6651467,0.9074811,0.8310361,0.96441466,0.65953934
cellid_000025587-1_2,0.12934174,0.3408343,0.30388528,0.46072644,0.26848787,0.19441968,0.34170222,0.24266219,0.16021192,0.48735568,0.2674115,0.29703563,0.19561905,0.26475945,0.16809425,0.2223825,0.16120236,0.19237325,0.43011272,0.20925681,0.3239889,0.1638694,0.16440283,0.39356536,0.17549592,0.1731158,0.265985
cellid_000025591-1_2,0.33857763,1.6858499,0.80788463,0.614171,0.54836154,0.4570258,0.31143114,0.4821689,0.23182948,0.98814,0.94734305,0.43728334,0.79875314,0.9808576,0.4274383,0.3322343,0.45164222,0.5758729,0.4626648,0.6471331,0.96800345,0.38932747,0.20704694,0.5042268,0.34706515,0.3425397,0.33063635
cellid_000025594-1_2,0.29365042,2.1695924,0.68405914,0.4198008,0.33586797,0.31510198,0.38006583,0.651838,0.3228809,0.4784134,0.6398909,0.8080183,0.4968029,0.60760504,0.5548921,1.0540301,0.45830718,0.41785583,0.48656544,0.3020801,0.53516656,0.41298336,0.23881067,0.5406829,0.27107817,0.3647175,0.67071635
cellid_000025601-1_2,2.7276216,0.73084724,0.80750406,1.5270442,1.6038748,1.3672806,1.3414073,1.2637776,1.8690612,1.5107461,1.9079835,1.3665726,1.3010436,1.142174,2.575176,0.876177,1.4130614,1.5352917,1.5614802,2.217521,1.4478767,1.2833776,1.9259312,1.6185613,1.1984149,1.6584249,0.75678444
cellid_000025604-1_2,0.21841264,0.7204577,0.58704185,0.16784611,0.42155945,0.34171125,0.36898634,0.41018024,0.2504821,0.30315956,0.36117935,0.22418138,0.5997471,0.30961323,0.33495632,0.51045674,0.40107733,0.27961868,0.22347865,0.29678288,0.22642894,0.25320816,0.1439339,0.27677286,0.3187263,0.17307884,0.5473461
cellid_000025605-1_2,0.33393273,3.492271,0.66813135,0.3363689,0.42076305,0.30974415,0.60804886,0.5263243,0.35494792,0.82466406,0.54621,0.4895195,0.60473,0.6169531,0.43432847,0.8113381,0.6035962,0.26769897,0.47474706,0.48362684,0.5589353,0.23583394,0.19066714,0.4283371,0.6154462,0.41593683,0.5092639
cellid_000025614-1_2,0.39976108,1.0150559,0.7406978,0.9285331,0.5686177,0.61214995,0.8541768,0.6529401,0.4894109,0.77574515,0.9145023,0.8650693,0.7130492,0.951686,0.54140824,1.0775455,0.70920837,0.56365246,0.4182772,0.41643584,0.733243,0.5264594,0.33575734,0.61145186,0.5180369,0.4856632,1.6131164
cellid_000025624-1_2,0.9809941,2.544428,0.9155717,2.1357877,0.97268736,1.0665295,1.135891,1.4438591,0.75836635,1.2148958,0.9575335,1.0077232,1.1905208,1.4664824,1.0750645,0.9121308,1.3071568,0.96142805,0.96025133,0.9247638,1.2626989,1.005619,0.8090863,1.2292241,0.88083416,1.1360439,0.81648767
cellid_000025630-1_2,0.37378487,0.6796157,0.38231277,0.6235135,0.61816376,0.40313223,0.43411082,0.48341775,0.3857268,0.77688605,0.7217242,0.5382403,0.58591616,0.7092725,0.50250924,0.3815273,0.56679225,0.51413864,0.39827964,0.5261479,0.8570988,0.2477384,0.11363058,0.7600697,0.3998216,0.293701,0.8899032
cellid_000025637-1_2,0.7591467,0.6182701,0.46293986,0.6938077,0.52592415,0.4542088,0.94773364,0.5844737,0.5364105,1.1354095,0.9679322,0.66805065,0.6155963,0.5678343,0.80826485,0.6000503,0.5891693,0.61974466,0.69485515,0.6566641,0.6932292,0.67368,0.82952225,0.79899037,0.850013,0.6368089,0.3737658
cellid_000025641-1_2,0.30562547,5.184781,0.42719805,0.3507863,0.5878154,0.29392424,0.43505228,0.73348665,0.34804356,0.5265832,0.576589,0.6131012,0.4583959,0.8417283,0.4481838,0.62577605,0.7770187,0.3800851,0.39448705,0.39463413,0.54708785,0.3108546,0.34952685,0.6480625,0.40667734,0.3121291,0.63861597
cellid_000025644-1_2,0.62179685,0.6444674,1.0402392,0.8690553,1.1183311,1.1591454,1.0197053,1.4362675,0.5541193,1.3107721,1.0659951,0.7285197,1.6397098,0.8535915,0.60758466,0.59008664,1.3687589,1.0867574,0.85117006,0.70683205,0.8446267,0.48164767,0.66848636,0.9344835,0.74782413,0.6588305,0.6416335
cellid_000025656-1_2,2.5593896,0.7909533,0.8468176,0.96540844,1.023418,0.7539846,0.91867405,1.3652453,1.0228155,1.101208,0.9065546,0.8770876,0.9495369,0.8816428,1.8168652,0.8850839,0.93539786,0.9977681,1.1430304,1.4856218,1.17044,1.0792363,3.3304427,1.0041738,0.80477196,1.5226054,0.85683805
cellid_000025658-1_2,0.21817853,3.8897793,0.49786636,0.23405702,0.23508535,0.33213747,0.2458851,0.29323027,0.30090177,0.5868593,0.71138024,0.72208345,0.32349184,0.47182444,0.38914034,1.8171182,0.35559437,0.30192286,0.19569834,0.31404614,0.4709923,0.21693291,0.16864325,0.26459146,0.2998869,0.27967224,1.2932348
cellid_000025659-1_2,0.3066237,3.595548,0.47311866,0.20494789,0.20926917,0.33418393,0.33412036,0.49203658,0.18052267,0.28388956,0.5310053,0.43475032,0.31478354,0.45685494,0.39744416,0.44688725,0.22029087,0.35546052,0.2953666,0.31319672,0.52695805,0.35074028,0.35319036,0.35291693,0.17720622,0.24885711,0.72193503
cellid_000025661-1_2,0.6618611,7.8649445,1.2475646,0.9141375,0.6647829,0.58354187,0.6529987,0.8013781,0.40688083,0.74171823,0.97644097,1.4131193,0.71576506,1.4567015,0.86456186,1.2203611,0.63720083,0.36050022,0.7476776,0.97910887,1.5141482,0.5853492,0.3009563,0.77532125,0.5404725,0.44761732,0.8988922
cellid_000025672-1_2,0.3469944,0.67820835,0.6649397,0.4949557,0.45537657,0.48952195,0.3613467,0.40450144,0.39013362,0.5005421,0.68889993,0.8996108,0.59875846,0.47706938,0.32304108,0.6679243,0.77000576,0.38636997,0.42197475,0.388964,0.564306,0.3089198,0.24001569,0.6960283,0.5423216,0.34272453,0.5727339
cellid_000025681-1_2,0.7743323,2.2603815,0.7440007,1.2373611,1.0461979,1.0860084,1.007766,1.2312529,0.8777117,1.1691028,1.091009,1.0191555,0.8320031,1.2907461,0.95336777,1.0844454,0.9670096,0.8130517,1.0266451,0.71412414,1.1895586,1.0404294,0.7987971,1.0946679,0.6976389,0.8799129,1.1397023
cellid_000025684-1_2,0.56018966,0.79678774,0.9866579,1.1342082,0.99337196,0.8357721,0.9933124,1.100643,0.9911837,1.2461867,1.0326152,0.90212506,0.73094106,0.97511345,0.9461303,0.58096516,0.98975426,0.8442969,0.8064109,0.9360611,0.91377366,0.73716605,0.3822858,0.8898983,0.6944961,0.6336764,0.6592274
cellid_000025706-1_2,0.11457569,1.2163177,0.35698158,0.17345601,0.3159958,0.2518782,0.30911013,0.47226042,0.17135839,0.3328401,0.27515945,0.7263248,0.5123012,0.29813054,0.23565058,0.38336986,0.40348905,0.27474838,0.20660913,0.3116617,0.3699164,0.20533983,0.16367671,0.9031946,0.19755574,0.1713721,0.399129
cellid_000025710-1_2,0.44680423,1.342161,0.68173826,0.46734038,0.47897154,0.416707,0.61994946,0.5686476,0.46035406,0.4587832,0.49457276,0.43704545,0.8201529,0.73383945,0.40732023,0.9558425,0.36509553,0.47493476,0.36969998,0.45048693,0.5138671,0.39909002,0.15573788,0.5173433,0.31583348,0.33109394,0.4585688
cellid_000025718-1_2,0.7730916,0.8114999,0.95098364,1.9297662,0.9667916,0.77655256,1.9530594,1.1089693,0.77719814,1.0772934,0.97835034,1.6012851,0.8293056,0.85273385,0.99411625,0.70905614,0.85187364,0.6932465,0.7367563,0.8160534,1.1447943,1.0100234,0.3758153,1.7589595,0.8665586,0.7545828,0.7487768
cellid_000025731-1_2,0.34902832,4.8435507,0.47191978,0.4914645,0.29633552,0.56844723,0.41381687,0.40028605,0.20779549,0.57121307,0.52984583,0.46875402,0.45613173,0.42595607,0.5542328,0.49047452,0.5306985,0.4033962,0.23839301,0.48892996,0.4965447,0.220093,0.20957746,0.40973654,0.40362442,0.3042184,0.92519903
cellid_000025741-1_2,0.24359405,1.7443721,0.56808513,0.3277228,0.35968894,0.39047384,0.3564169,0.5972153,0.21534505,0.40127236,0.71624094,0.47069475,0.7633517,0.49925986,0.3569494,0.61047804,0.3583495,0.31900817,0.40875906,0.31209254,0.49279013,0.3037176,0.17229158,0.47983408,0.40071878,0.19170792,0.76569194
cellid_000025746-1_2,0.9829176,0.70224094,0.7315227,1.1694524,1.0589339,1.1636987,0.97616875,0.8370772,0.9459517,1.011092,1.0954366,1.3688592,1.0931479,1.2573466,0.9768007,0.58042663,1.2390366,0.8829686,0.97340846,0.9249814,0.9501427,1.3321466,0.6457399,1.1336942,0.88529575,0.7455322,0.6482292
cellid_000025749-1_2,0.26551512,2.1896818,0.6919062,0.38435128,0.3963917,0.40795732,0.34827167,0.6745236,0.35536224,0.5185383,0.51409054,0.5701364,0.370776,0.8185166,0.3559452,0.50765043,0.39085767,0.26214474,0.3478826,0.45352128,0.7872454,0.30126286,0.2005484,0.31327283,0.39748517,0.32782122,0.66683507
cellid_000025764-1_2,1.3790286,3.5377533,1.424955,1.1302485,1.1381471,1.0761406,0.99143124,0.93199533,1.2621278,1.1432186,1.295058,0.9076373,1.3556114,1.2039297,1.3768436,1.4049801,1.287621,1.2121834,1.3225619,1.0776862,1.0065393,1.2500303,0.84428096,0.9490704,1.2915555,1.1728843,0.9364208
cellid_000025765-1_2,0.21995214,2.5333915,0.32753354,0.15946394,0.2998093,0.3444779,0.33543107,0.33012456,0.25467658,0.29815185,0.4306054,0.18412986,0.28236896,0.44576153,0.14577372,0.54215205,0.43314314,0.19166517,0.28563008,0.1731249,0.3011416,0.163583,0.11722805,0.4166111,0.22755654,0.22950543,0.3801413
cellid_000025772-1_2,0.94584155,2.0300374,0.86196744,1.3145318,1.3887281,3.0450206,1.045955,1.3169403,1.0777683,1.5369042,1.734943,1.0555941,1.2160552,3.0913308,1.0492985,1.4398705,1.844887,1.1248155,1.181162,1.0508618,0.966943,1.2120904,0.5988898,0.9120768,0.92787546,1.0791858,1.0774059
cellid_000025783-1_2,0.7670614,0.6823869,0.6819939,1.295512,0.8286248,0.9067516,1.0375394,0.7774846,0.6346463,0.9065976,1.1292502,0.58291864,1.0336642,0.93684244,1.2462053,0.50236964,1.1322004,0.94768876,0.95154375,0.8822212,0.63772815,1.1004311,0.47436726,1.0352821,0.80382943,0.893955,0.66494197
cellid_000025821-1_2,0.54221445,0.4436142,0.4876724,0.80542237,0.95533144,0.9437904,0.7737647,0.89912355,0.4728943,1.1753882,0.83126897,0.65007645,0.8538509,0.7797705,0.46646628,0.6559164,0.91012466,0.6105785,0.7121392,0.52768326,0.69756013,0.37990698,0.5647508,0.6682471,0.64213884,0.3875831,1.011823
cellid_000025846-1_2,1.0704108,0.7262064,0.6697947,1.5123088,1.0507221,1.1361642,1.0737295,0.77329266,0.6155213,1.057005,1.1152117,0.8093457,1.2272794,0.906275,1.0217571,0.5964753,0.7869154,0.69086856,0.7847106,1.2962444,0.9253876,0.86337715,0.7910059,0.52750725,0.56288785,0.57230663,0.49958628
cellid_000025848-1_2,0.5146654,2.0979097,1.0069594,1.1634758,0.5932995,0.7898118,0.55019724,0.8848488,0.4397915,0.7162219,0.6783044,0.79528654,0.666534,0.8383956,0.43901333,0.59513146,1.0675123,0.5707207,0.5356253,0.65037876,0.53463656,0.451872,0.33281738,0.5819659,0.42058685,0.6190518,0.7299828
cellid_000025850-1_2,0.5317427,0.32566026,0.41720593,1.2287431,0.49364167,0.56051755,0.62884754,0.57555526,0.79148155,0.7608626,0.59505063,0.9012399,0.6559471,0.7007902,1.010186,0.46108988,0.8397716,0.73986465,0.419541,0.66272914,0.7827795,0.50151443,0.37396646,1.0664613,0.52583635,0.4265688,0.33806512
cellid_000025863-1_2,0.30568823,0.3919335,0.43643987,0.53061414,0.6106105,0.35644615,0.4780048,0.5739687,0.28126633,0.6774323,0.8098403,0.6371714,0.46195188,0.6595288,0.39866728,0.6903727,0.53270835,0.48587853,0.3158626,0.4176195,0.54672205,0.3724867,0.33907625,0.3978176,0.35318416,0.32344872,0.41778815
cellid_000025867-1_2,0.2012956,0.22949469,0.5231021,0.72364986,0.6609786,0.35410783,0.51294446,0.53911257,0.45020664,0.6880291,0.6405213,0.4577458,0.5369473,0.49237463,0.32786784,0.33097842,0.3691024,0.32426953,0.31258014,0.35968548,0.89800715,0.49113142,0.1889755,0.7455235,0.57492965,0.5581441,0.27132443
cellid_000025871-1_2,0.5565249,1.1660876,0.7684301,0.39326474,0.56784135,0.4912157,0.6061714,0.63912374,0.39066547,0.5619858,0.58853096,0.48849517,0.71383953,0.60238296,0.49461535,0.6688188,0.5564611,0.4798214,0.5818654,0.40278724,0.77378845,0.45857608,0.43379936,0.6149335,0.66728705,0.4083951,0.33282247
cellid_000025875-1_2,0.8171625,1.197896,0.77242875,1.0222216,0.4682195,0.6125893,0.8708207,0.73598266,0.7071131,0.7500936,1.0739399,0.96969235,0.7196954,0.59254885,0.6699179,0.8049518,0.6874025,0.7472335,0.64480925,0.907941,1.0812234,0.51611304,0.34061268,1.1538693,0.5832333,0.72350717,1.0604942
cellid_000025878-1_2,0.71764076,3.1042662,0.76643777,0.96101815,0.98049295,0.48686787,0.71259105,0.57165694,0.6483581,1.0126343,0.76378876,0.52127767,0.6122298,0.7928609,0.6742892,0.69378847,0.6107271,0.6358353,0.5335907,0.75090903,0.7086733,0.5934712,0.36080825,0.5899395,0.5118571,0.5542686,0.5756485
cellid_000025879-1_2,0.27454308,0.74348193,0.63367707,0.5901715,0.54363227,0.38877517,0.42066276,0.7555129,0.39986578,0.7300495,0.8484067,0.64233524,0.60807574,0.5771446,0.53843254,0.80371517,0.4949473,0.40172306,0.22411357,0.51402277,0.5480031,0.40035933,0.23609988,0.65553194,0.3531895,0.40404248,0.54859805
cellid_000025890-1_2,0.24827754,0.3568087,0.35483032,0.5137976,0.53739774,0.28636524,0.36062974,0.46726796,0.3949485,0.7029743,0.99654776,0.5971214,0.512207,0.5003656,0.31179544,0.34603938,0.67700654,0.49323633,0.39590934,0.30822495,0.5821604,0.3215617,0.2696016,0.35584942,0.2999482,0.24484165,0.41805103
cellid_000025894-1_2,0.25662217,0.8001169,0.649847,0.5355222,0.4130239,0.6714738,0.54335266,0.58855486,0.5579845,0.556887,0.7286449,0.5752119,0.85563636,2.0350306,0.4416227,0.5601444,0.43703863,0.501794,0.34657034,0.4491794,0.64555395,0.49957073,0.29805472,0.64357954,0.40256757,0.50366086,0.569407
cellid_000025897-1_2,0.38859046,1.1339926,0.77418226,0.4859558,0.6666272,0.6287601,0.26637986,0.9597409,0.3814954,0.83951163,0.6567256,0.6495959,0.4918418,0.564988,0.44428945,0.5844697,0.3810934,0.50388384,0.4966847,0.3631327,0.5853628,0.8032119,0.20255817,0.6540414,0.44543207,0.27186272,0.45729303
cellid_000025903-1_2,0.44358915,4.1258445,0.70891494,0.47721925,0.85786986,0.6869986,0.58146816,0.5624041,0.36138543,0.74929553,0.60289997,0.5487377,0.5136773,1.0512702,0.48345888,1.3153512,0.56533486,0.42558306,0.568501,0.88921285,1.2026209,0.7139033,0.3440399,0.7825189,0.4597111,0.398264,0.7540025
cellid_000025912-1_2,0.46376386,0.8663445,0.48983148,0.59610796,0.6211991,0.68965095,0.9641969,0.6417364,0.6040966,0.60804194,0.71782464,0.6544061,0.71127856,0.8956035,0.61961246,0.44772872,0.84606814,0.562127,0.53138244,0.40699765,0.62451357,0.41056395,0.2691928,0.47081754,0.32490572,0.5659354,0.5122623
cellid_000025915-1_2,0.38135198,1.626946,0.8459467,0.56958485,0.70056236,0.4747022,0.5931096,0.46937552,0.3738684,0.5882797,0.8179435,0.48593274,0.6468092,0.59344864,0.33378375,0.60721457,0.9059882,0.4212289,0.606505,0.32129335,0.90250504,0.29299566,0.41606683,0.49289647,0.5258015,0.4161045,0.44957182
cellid_000025919-1_2,1.6944568,2.157988,1.2511591,1.6705112,2.059647,1.9445134,1.5249848,1.4872657,1.4995366,1.7060341,1.6697757,1.0564356,1.2856072,1.7065963,1.2916936,1.0958654,1.0389819,1.7394134,1.3929118,1.3131325,1.346511,1.6313391,0.9512645,0.9456005,1.0388373,1.7037519,0.7596796
cellid_000025921-1_2,0.21160997,2.4607582,3.265871,0.44187152,0.45419955,0.40299764,0.6154367,0.60808444,0.35303324,0.57799995,0.5442647,1.4761868,0.79315627,0.8027736,0.36741096,0.9040388,0.73570865,0.31652853,0.4481207,0.60511065,1.0830928,0.38389418,0.28368002,0.3790288,0.45316106,0.5532413,1.2089653
cellid_000025929-1_2,0.26359913,1.1090776,0.58389366,0.34988835,0.31695566,0.29984802,0.24717052,0.65459174,0.34705004,0.53456235,0.5569744,0.41302022,0.35985604,0.5300548,0.2783023,0.37321395,0.3264339,0.5215718,0.23364715,0.43811527,0.53274864,0.29636818,0.20048712,0.60681194,0.24359088,0.38467526,0.5909695
cellid_000025934-1_2,0.9698625,0.681599,0.7198773,2.2858644,0.78130233,0.8569689,0.93255764,0.9898895,0.39586323,1.0464275,0.78380024,0.7384148,0.8860547,0.8606408,0.9085163,0.87620616,0.7959157,0.5505137,0.7083436,0.68694377,0.6025571,0.6683066,0.60489845,0.93825907,0.5714307,0.57402295,0.6493178
cellid_000025937-1_2,1.9850031,2.9176183,1.0345942,0.9927709,0.88102365,1.4550782,1.2133955,1.1887852,1.2927866,1.1006255,1.4191843,1.9445305,2.0330691,1.4043304,1.1832722,1.4483798,1.114008,1.1431444,1.1236851,1.6076127,1.4246699,1.3612926,1.3667438,1.1155574,1.1450797,1.3358277,0.80369186
cellid_000025943-1_2,0.29587233,2.002682,1.5410862,0.6683152,0.3620696,0.36868036,0.4997509,0.59860826,0.39329702,0.6095335,0.5696097,0.6634134,0.86048245,0.66933024,0.6544954,0.4177859,0.561712,0.5599942,0.44764674,0.28554553,0.931621,0.48310655,0.20068838,0.39353138,0.3643941,0.2732156,0.37627605
cellid_000025951-1_2,1.0118,0.8677952,1.158776,1.4191914,1.3919536,0.94490343,1.0373429,0.6756032,1.2719357,0.9812952,1.4770138,0.86245304,0.7668828,1.0078025,0.72322196,1.0368806,1.1749407,0.9433746,0.8571265,0.6568576,0.78430897,0.7038988,0.66860294,1.4922507,0.7649652,0.83203214,0.5107917
cellid_000025957-1_2,0.2263406,0.7496784,0.5456643,0.55188346,0.72808146,0.29027417,0.27025154,0.5471242,0.26247513,0.56023574,0.46594945,0.564934,0.36097556,0.7327925,0.6972342,0.33998156,0.55062556,0.32411182,0.34154266,0.7839129,0.56874526,0.2630846,0.14561577,0.35363653,0.36698362,0.40791395,0.3681913
cellid_000025958-1_2,0.44085968,2.246582,0.98034614,0.37515786,0.47933853,0.43414718,0.3244153,0.53200096,0.288602,0.5004163,0.5057184,0.642901,0.5797046,0.44018877,0.52364355,0.41871536,0.44557235,0.35949263,0.29899275,0.35688043,0.87481654,0.36877778,0.26223016,0.6385296,0.4511616,0.35810876,0.50524896
