"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dsel.18",2.23942954694623e-31,1.39070717399627,0.207,0.097,2.48285553869928e-27,"19","Dsel"
"Slitrk5.16",2.6406509184182e-31,0.771910669989062,0.423,0.264,2.92768967325025e-27,"19","Slitrk5"
"Cpne2.17",2.69778906029234e-31,0.476072006204083,0.542,0.348,2.99103873114612e-27,"19","Cpne2"
"Slc8a3.15",2.71338605265584e-31,0.431731153761345,0.75,0.535,3.00833111657954e-27,"19","Slc8a3"
"Brinp2.18",4.52036900661978e-31,1.19318977938973,0.827,0.671,5.01173311763935e-27,"19","Brinp2"
"Cacna2d2.19",1.38607841184106e-30,0.533274125881747,0.753,0.539,1.53674513520819e-26,"19","Cacna2d2"
"Agap3.16",1.72614373221224e-30,0.414139634148223,0.877,0.697,1.91377555590371e-26,"19","Agap3"
"Ces2a.14",1.97649301184835e-30,0.506861989119646,0.754,0.565,2.19133780223626e-26,"19","Ces2a"
"L1cam.16",2.78920698202825e-30,0.385067374926169,0.809,0.605,3.09239378097472e-26,"19","L1cam"
"Ntng2.16",3.30402394595376e-30,-3.43878261844755,0.028,0.164,3.66317134887893e-26,"19","Ntng2"
"Lgi3.14",4.00516031330876e-30,-3.02799080989061,0.036,0.176,4.44052123936542e-26,"19","Lgi3"
"Rhbdl1.16",5.43841106664722e-30,1.00285917109671,0.29,0.16,6.02956634959177e-26,"19","Rhbdl1"
"Bcr.16",6.46160141721854e-30,0.647557712914859,0.497,0.332,7.1639774912702e-26,"19","Bcr"
"Lrfn2.14",6.65295745556382e-30,0.670567681573982,0.736,0.563,7.3761339309836e-26,"19","Lrfn2"
"Slc3a2.16",6.83030890871792e-30,0.871478776118129,0.349,0.208,7.57276348709556e-26,"19","Slc3a2"
"Akap9.15",9.2214342928497e-30,0.817845421675392,0.415,0.268,1.02238042004825e-25,"19","Akap9"
"Brsk2.15",1.64240113280588e-29,0.718589418920586,0.798,0.619,1.82093013594188e-25,"19","Brsk2"
"Klf12.18",1.67054483179141e-29,0.718390386081013,0.353,0.206,1.85213305500714e-25,"19","Klf12"
"Klra1.14",1.68826297748195e-29,0.628444146790246,0.34,0.195,1.87177716313424e-25,"19","Klra1"
"Shc1.17",1.69233266433858e-29,0.907018006019005,0.358,0.21,1.87628922495218e-25,"19","Shc1"
"Mbnl1.16",1.87380049190478e-29,0.720946117686301,0.582,0.41,2.07748260537483e-25,"19","Mbnl1"
"Gabrg1.17",2.05337461768412e-29,0.579299399998465,0.558,0.389,2.27657643862638e-25,"19","Gabrg1"
"Bcl11b.17",2.5087127302708e-29,-2.94980419900846,0.041,0.179,2.78140980405123e-25,"19","Bcl11b"
"Ptpro.12",3.08728910937922e-29,0.551518769056716,0.596,0.431,3.42287743556874e-25,"19","Ptpro"
"Lrfn1.16",3.10131108263548e-29,0.563085617384101,0.553,0.377,3.43842359731796e-25,"19","Lrfn1"
"Slitrk4.19",3.66141518799519e-29,0.746537115185515,0.474,0.311,4.05941101893027e-25,"19","Slitrk4"
"Vat1.14",6.04750356826371e-29,0.456693408375136,0.727,0.556,6.70486720613397e-25,"19","Vat1"
"Strbp.17",6.53650319567099e-29,-2.38276165969324,0.335,0.47,7.24702109304043e-25,"19","Strbp"
"Plxna1.17",7.78456991994013e-29,0.458817130489888,0.813,0.636,8.63075267023763e-25,"19","Plxna1"
"Marcks.13",8.23500640720672e-29,0.649405187597647,0.483,0.32,9.1301516036701e-25,"19","Marcks"
"Slc35g2.16",9.31306996499243e-29,1.13553218129138,0.4,0.255,1.03254006701871e-24,"19","Slc35g2"
"Vat1l.18",1.85489975786353e-28,1.57252477324026,0.118,0.044,2.0565273615433e-24,"19","Vat1l"
"Qki.19",3.22186372236229e-28,-4.39930768478131,0.022,0.147,3.57208030898308e-24,"19","Qki"
"Adgrb3.17",3.80138091270664e-28,0.365593734272883,0.919,0.745,4.21459101791785e-24,"19","Adgrb3"
"Kcnc4.17",4.67193777978155e-28,1.33878358962673,0.15,0.063,5.17977741644381e-24,"19","Kcnc4"
"Tmeff2.17",5.4704463368787e-28,0.664084034020105,0.556,0.392,6.06508385369742e-24,"19","Tmeff2"
"Hs3st2.16",5.52248290484033e-28,2.19475913896696,0.081,0.025,6.12277679659647e-24,"19","Hs3st2"
"Pam.13",5.89403312510809e-28,0.515579022626336,0.544,0.377,6.53471452580734e-24,"19","Pam"
"Npr1.17",7.49485184330421e-28,0.884969414934297,0.276,0.15,8.30954223867138e-24,"19","Npr1"
"Raver2.19",8.963494929925e-28,-1.35291548605243,0.425,0.521,9.93782682880785e-24,"19","Raver2"
"Shisa7.18",1.0299468456241e-27,0.196967128978299,0.7,0.51,1.14190206774344e-23,"19","Shisa7"
"Ppfia2.16",1.79963711966028e-27,0.393463063181006,0.651,0.456,1.99525767456736e-23,"19","Ppfia2"
"Fnbp1.16",3.74910179972525e-27,0.742678256994951,0.423,0.277,4.15662916535538e-23,"19","Fnbp1"
"Cacnb1.16",5.19388591010922e-27,0.499183967794097,0.486,0.319,5.75846130853809e-23,"19","Cacnb1"
"Tnr.15",5.3186694118475e-27,0.748816442954253,0.454,0.304,5.89680877691532e-23,"19","Tnr"
"Nectin1.17",6.15169011120801e-27,0.631675575739365,0.509,0.352,6.82037882629632e-23,"19","Nectin1"
"Fhl4.8",6.44008482520988e-27,2.28134430076556,0.042,0.009,7.14012204571019e-23,"19","Fhl4"
"Sdc2.15",8.87860151242088e-27,1.08253353042389,0.199,0.097,9.84370549682103e-23,"19","Sdc2"
"Rxfp1.17",1.03622814382073e-26,1.6434097772389,0.128,0.051,1.14886614305404e-22,"19","Rxfp1"
"Nfasc.17",1.22757467193094e-26,-0.643170925653361,0.758,0.584,1.36101203876983e-22,"19","Nfasc"
"Tenm4.17",1.57400185071263e-26,0.419687671908804,0.667,0.487,1.74509585188509e-22,"19","Tenm4"
"Epdr1.14",3.37475141044807e-26,0.709409006094933,0.408,0.266,3.74158688876377e-22,"19","Epdr1"
"Tmem30a.16",3.70760386964201e-26,0.776071102781829,0.555,0.4,4.1106204102721e-22,"19","Tmem30a"
"Sgcz.17",5.00699496209223e-26,0.48155769329855,0.726,0.554,5.55125531447166e-22,"19","Sgcz"
"Kcnd3.16",6.52709308333918e-26,0.758755311800267,0.571,0.405,7.23658810149815e-22,"19","Kcnd3"
"Cacng2.17",7.27154366074733e-26,0.576846398398762,0.663,0.481,8.06196045667056e-22,"19","Cacng2"
"Flrt3.17",7.73949809034196e-26,1.01055427528228,0.208,0.104,8.58078153276213e-22,"19","Flrt3"
"Sema6a.19",8.66138554340844e-26,-1.31258020527583,0.185,0.341,9.60287815197694e-22,"19","Sema6a"
"Nell2.16",1.13258132720389e-25,-1.3901407873463,0.245,0.384,1.25569291747095e-21,"19","Nell2"
"Cabp7.14",1.81193487591522e-25,0.828768686941815,0.242,0.13,2.0088921969272e-21,"19","Cabp7"
"Bcl11a.15",1.81823905510903e-25,0.554157238234406,0.512,0.353,2.01588164039938e-21,"19","Bcl11a"
"Sphkap.18",2.08135927038226e-25,-2.47977571074078,0.045,0.171,2.30760302307281e-21,"19","Sphkap"
"Gprc5c.1",2.54119193087856e-25,2.37464217494408,0.029,0.005,2.81741949376506e-21,"19","Gprc5c"
"Nr3c2.17",3.77337163323246e-25,-1.5864227295156,0.153,0.298,4.18353712976483e-21,"19","Nr3c2"
"Arhgef2.18",4.15755961070422e-25,-2.39770698402549,0.084,0.217,4.60948634038777e-21,"19","Arhgef2"
"Nr2f1.16",4.29157952573425e-25,0.66824293838824,0.326,0.193,4.75807422018156e-21,"19","Nr2f1"
"Ccdc142.9",5.90106134219848e-25,0.519365715544648,0.463,0.31,6.54250671009546e-21,"19","Ccdc142"
"Slitrk1.16",1.0529284102125e-24,0.554967492620211,0.532,0.372,1.1673817284026e-20,"19","Slitrk1"
"Pitpnm2.17",1.08254350071918e-24,0.52320673644468,0.774,0.624,1.20021597924736e-20,"19","Pitpnm2"
"Ece2.16",1.14958776751238e-24,0.741157480552338,0.576,0.43,1.27454795784097e-20,"19","Ece2"
"Doc2a.19",1.25532595259035e-24,0.659425960298413,0.252,0.138,1.39177988363692e-20,"19","Doc2a"
"Axin2.15",1.44719006431265e-24,-2.04289586745218,0.13,0.268,1.60449962430343e-20,"19","Axin2"
"Srrm3.17",1.53951025871631e-24,0.514541310415851,0.578,0.42,1.70685502383878e-20,"19","Srrm3"
"Edil3.17",1.56540590202693e-24,0.709318970815043,0.456,0.312,1.73556552357726e-20,"19","Edil3"
"Atp6v0d2.1",1.63684550278141e-24,2.93963191447915,0.019,0.002,1.81477060893375e-20,"19","Atp6v0d2"
"Astn2.19",1.83462991107808e-24,0.59343304007549,0.538,0.385,2.03405418241227e-20,"19","Astn2"
"Ahcyl2.12",2.01716348957912e-24,0.911593209193233,0.329,0.204,2.23642916089637e-20,"19","Ahcyl2"
"Atxn1.11",2.16800139887269e-24,-1.33472402947734,0.289,0.43,2.40366315093015e-20,"19","Atxn1"
"Tspan11.14",2.33167359323502e-24,1.39161292697524,0.077,0.025,2.58512651281966e-20,"19","Tspan11"
"Aatk.16",2.77032827923847e-24,-0.928338073054804,0.775,0.587,3.07146296319169e-20,"19","Aatk"
"Cemip.17",2.89598480066427e-24,1.16287351235574,0.255,0.143,3.21077834849648e-20,"19","Cemip"
"Nbr1.16",3.31568587810595e-24,0.544431938026736,0.7,0.531,3.67610093305606e-20,"19","Nbr1"
"Fndc3b.17",3.33631381892089e-24,0.562607807258579,0.228,0.119,3.69897113103759e-20,"19","Fndc3b"
"Rims4.16",4.11005245339158e-24,-1.83051932003414,0.184,0.321,4.55681515507525e-20,"19","Rims4"
"Oprm1.17",4.15325807603962e-24,0.9356049075972,0.267,0.151,4.60471722890513e-20,"19","Oprm1"
"Cftr.18",4.82391990754941e-24,1.92039960503621,0.074,0.024,5.34828000150003e-20,"19","Cftr"
"Syngr1.13",6.49765521354379e-24,0.534548739969615,0.491,0.342,7.203950335256e-20,"19","Syngr1"
"Qpct.18",9.25696611752961e-24,0.943337291366534,0.182,0.089,1.02631983345051e-19,"19","Qpct"
"Baalc.16",1.01868514162763e-23,1.31173604122985,0.177,0.087,1.12941621652256e-19,"19","Baalc"
"Cbln4.17",1.57430873393263e-23,1.555500596407,0.13,0.055,1.7454360933111e-19,"19","Cbln4"
"Zic3.19",1.66121194165072e-23,-1.936572796694,0.075,0.203,1.84178567970815e-19,"19","Zic3"
"Cacng3.16",1.86170458233364e-23,0.712615929664753,0.362,0.228,2.06407187043331e-19,"19","Cacng3"
"Eeig1.18",2.22344877623699e-23,-4.53092244481677,0.018,0.123,2.46513765821395e-19,"19","Eeig1"
"Epb41l2.17",2.53703215329593e-23,0.506239739271541,0.528,0.37,2.8128075483592e-19,"19","Epb41l2"
"Rbfox3.19",2.64208311907314e-23,-2.58263528307817,0.623,0.692,2.92927755411639e-19,"19","Rbfox3"
"Timp2.17",3.07526287480981e-23,0.349659726275766,0.507,0.352,3.40954394930164e-19,"19","Timp2"
"Bcam.17",3.35699023429147e-23,0.975825972366024,0.181,0.088,3.72189507275896e-19,"19","Bcam"
"Serpini1.18",3.85241246842532e-23,0.695564221366337,0.495,0.35,4.27116970374315e-19,"19","Serpini1"
"Ryr3.16",5.63439544894224e-23,0.613574550062008,0.539,0.381,6.24685423424227e-19,"19","Ryr3"
"Rasl11b.11",6.56834244756939e-23,2.03290035722882,0.049,0.013,7.28232127162018e-19,"19","Rasl11b"
"Nlgn2.16",8.16211888418607e-23,0.31559022334152,0.77,0.587,9.0493412068971e-19,"19","Nlgn2"
"Tafa1.19",8.26626622230254e-23,0.672526579701886,0.433,0.284,9.16480936066683e-19,"19","Tafa1"
"Cadm3.17",9.38610220505357e-23,-0.904861307501477,0.344,0.478,1.04063715147429e-18,"19","Cadm3"
"Cacna1b.16",9.40306762922107e-23,0.1653956823364,0.653,0.44,1.04251810805174e-18,"19","Cacna1b"
"Dlg4.18",1.01870638070997e-22,0.396630511062636,0.697,0.525,1.12943976429314e-18,"19","Dlg4"
"Egr1.18",1.13614194510659e-22,2.14254797317494,0.175,0.087,1.25964057453968e-18,"19","Egr1"
"Ppp2r5a.13",1.29851369563314e-22,0.67405382363634,0.301,0.18,1.43966213434846e-18,"19","Ppp2r5a"
"Nucb1.12",2.26273637101873e-22,0.801436249162271,0.328,0.206,2.50869581454846e-18,"19","Nucb1"
"Pdyn.19",2.59739803067807e-22,2.54294468298712,0.084,0.03,2.87973519661278e-18,"19","Pdyn"
"Gpr83.17",2.62233559543334e-22,1.86210843981862,0.066,0.02,2.90738347465695e-18,"19","Gpr83"
"Nrg2.15",2.87121227281388e-22,0.430006903077037,0.548,0.397,3.18331304686875e-18,"19","Nrg2"
"Elmo2.13",3.07555402518498e-22,0.631085365989453,0.4,0.265,3.40986674772258e-18,"19","Elmo2"
"Cacna1i.16",3.54164710492145e-22,0.515651872409044,0.491,0.341,3.92662414522641e-18,"19","Cacna1i"
"Zic2.18",3.91350554196782e-22,-3.59037041464568,0.031,0.137,4.33890359437973e-18,"19","Zic2"
"Rap1gap.16",4.71523636468518e-22,0.832325662661554,0.465,0.329,5.22778255752646e-18,"19","Rap1gap"
"Ebf1.17",6.3179822336709e-22,-3.79642490706013,0.031,0.138,7.00474690247093e-18,"19","Ebf1"
"Clcf1",6.56615276466687e-22,3.17130338202041,0.015,0.002,7.27989357018616e-18,"19","Clcf1"
"Dscaml1.15",7.61007509558679e-22,-1.33226891405176,0.225,0.366,8.43729025847707e-18,"19","Dscaml1"
"Dclk1.16",7.72514703112634e-22,0.550528852155737,0.595,0.443,8.56487051340977e-18,"19","Dclk1"
"Ssbp4.15",7.98190549546524e-22,0.688330743942899,0.551,0.409,8.84953862282231e-18,"19","Ssbp4"
"D930020B18Rik.15",8.07701769824403e-22,2.01056854655389,0.054,0.015,8.95498952204316e-18,"19","D930020B18Rik"
"Cplx1.17",9.10754386616237e-22,-2.20683189611563,0.072,0.191,1.00975338844142e-17,"19","Cplx1"
"Rrad.16",1.14622095328828e-21,1.80408816733759,0.076,0.026,1.27081517091071e-17,"19","Rrad"
"Flrt1.17",1.34336198584779e-21,0.575584882595919,0.469,0.324,1.48938543370944e-17,"19","Flrt1"
"Sntg2.16",1.67279244428857e-21,0.902126206399964,0.26,0.151,1.85462498298273e-17,"19","Sntg2"
"Slc2a3.17",1.69211210392378e-21,0.717667583808833,0.456,0.327,1.87604468962029e-17,"19","Slc2a3"
"Cnga2.2",1.79186143393751e-21,2.33573348837695,0.036,0.008,1.98663677180651e-17,"19","Cnga2"
"Plch1.19",2.53946454212084e-21,-2.41794445932808,0.059,0.171,2.81550433784938e-17,"19","Plch1"
"Pcdhac2.18",2.70081456667693e-21,0.250799392568409,0.998,0.877,2.99439311007471e-17,"19","Pcdhac2"
"Slc43a1.1",3.07776783818406e-21,1.91021110076879,0.018,0.002,3.41232120219466e-17,"19","Slc43a1"
"Dach2.15",3.26796317760755e-21,-3.93320632865195,0.024,0.124,3.62319077501349e-17,"19","Dach2"
"Npas4.13",3.30734233399915e-21,1.23510038137986,0.161,0.079,3.66685044570486e-17,"19","Npas4"
"Cst3.9",3.3944943255095e-21,0.306200669551348,0.72,0.56,3.76347585869238e-17,"19","Cst3"
"Rps6ka3.16",3.73573380397589e-21,-1.40636272134283,0.123,0.252,4.14180806846807e-17,"19","Rps6ka3"
"Egflam.2",4.06934081108064e-21,2.37788270171564,0.036,0.008,4.5116781572451e-17,"19","Egflam"
"Pacrg.16",5.74454108480266e-21,0.632480632139929,0.176,0.087,6.36897270072071e-17,"19","Pacrg"
"Ksr2.13",6.38294840390336e-21,0.322326368989335,0.71,0.546,7.07677489540765e-17,"19","Ksr2"
"Dpy19l3.14",6.51442660617739e-21,0.57805069721242,0.38,0.251,7.22254477826887e-17,"19","Dpy19l3"
"Fosb.17",6.62601629239002e-21,2.17894675456254,0.086,0.032,7.34626426337282e-17,"19","Fosb"
"Ttc9b.16",7.71713751885117e-21,0.57773083538602,0.446,0.314,8.55599036715029e-17,"19","Ttc9b"
"Rev3l.16",1.12749855756165e-20,0.601505481099488,0.345,0.224,1.2500576507686e-16,"19","Rev3l"
"Iapp.1",1.18349757167828e-20,3.91546969217092,0.026,0.005,1.31214375771971e-16,"19","Iapp"
"Cd200l2.18",1.70968754582355e-20,0.140576140356986,0.814,0.664,1.89553058205457e-16,"19","Cd200l2"
"Sipa1l2.19",3.04259565865623e-20,0.343713696866322,0.317,0.191,3.37332580675216e-16,"19","Sipa1l2"
"Lingo2.16",3.19365700922278e-20,0.567471182507748,0.828,0.663,3.5408075261253e-16,"19","Lingo2"
"Eps8.13",3.85727315270733e-20,1.07172188499449,0.161,0.081,4.27655874440662e-16,"19","Eps8"
"Mmp16.14",5.21203269948642e-20,-1.53912173695492,0.315,0.438,5.7785806539206e-16,"19","Mmp16"
"Galr1.10",6.54717047234885e-20,1.97225544487873,0.047,0.013,7.25884790269317e-16,"19","Galr1"
"Ppef1.19",9.27577178901444e-20,1.27201258630788,0.099,0.04,1.02840481824803e-15,"19","Ppef1"
"Pdzrn4.15",9.94945315160579e-20,-1.6347841716721,0.096,0.216,1.10309587091853e-15,"19","Pdzrn4"
"Ddx5.14",1.06879562615532e-19,0.696338481437743,0.488,0.352,1.1849737107184e-15,"19","Ddx5"
"Lrrn2.17",1.15409435090812e-19,0.624724878109908,0.37,0.248,1.27954440685184e-15,"19","Lrrn2"
"Rftn1.19",1.2685057355511e-19,1.3429619291256,0.15,0.073,1.4063923090055e-15,"19","Rftn1"
"Scrt1.18",1.28710730955505e-19,-2.62162609568174,0.037,0.136,1.42701587410368e-15,"19","Scrt1"
"Cygb.18",1.36299677296845e-19,0.789262734396854,0.134,0.062,1.51115452219012e-15,"19","Cygb"
"Rab27b.19",1.41678385455332e-19,0.628608315287123,0.366,0.239,1.57078825954327e-15,"19","Rab27b"
"Noct.15",1.80437429778108e-19,1.31828022213191,0.142,0.069,2.00050978394989e-15,"19","Noct"
"Cpeb3.14",1.91528939635778e-19,0.578869206523903,0.379,0.254,2.12348135374187e-15,"19","Cpeb3"
"Dlg1.14",2.82179672688492e-19,-0.974524277570468,0.542,0.611,3.12852603109731e-15,"19","Dlg1"
"Rap1gap2.16",3.17374881718835e-19,0.290257002729958,0.638,0.481,3.51873531361673e-15,"19","Rap1gap2"
"Nxph1.17",3.25104718648285e-19,-2.39677510283013,0.085,0.193,3.60443601565354e-15,"19","Nxph1"
"Glra1.19",3.4786835956516e-19,0.70142296455337,0.317,0.199,3.85681650249892e-15,"19","Glra1"
"Adcy5.16",3.7667180328153e-19,0.258108331611027,0.572,0.434,4.17616028298233e-15,"19","Adcy5"
"Jph3.14",3.97861891641129e-19,0.504246597054671,0.589,0.446,4.4110947926252e-15,"19","Jph3"
"AU021092.18",4.51541205774829e-19,1.02413441101357,0.195,0.108,5.00623734842553e-15,"19","AU021092"
"Atp9a.12",4.98265525489355e-19,0.585663971049248,0.382,0.262,5.52426988110048e-15,"19","Atp9a"
"Cd5l.18",5.09299095236915e-19,0.582887719749308,0.604,0.463,5.64659906889168e-15,"19","Cd5l"
"Camta1.15",8.54894919439844e-19,0.277022959908637,0.632,0.467,9.47821997182955e-15,"19","Camta1"
"Meis2.18",9.73911807291515e-19,-3.61378943436746,0.018,0.105,1.0797760207441e-14,"19","Meis2"
"Map1a.19",9.92782287365605e-19,0.269390519886358,0.855,0.682,1.10069772200225e-14,"19","Map1a"
"Kcnip3.16",1.03174478944453e-18,-2.15939587049092,0.074,0.184,1.14389544805715e-14,"19","Kcnip3"
"Fbxo25.15",1.14960176899447e-18,0.863318690233677,0.151,0.075,1.27456348128417e-14,"19","Fbxo25"
"Uchl1.14",1.23582252562676e-18,0.718889611338884,0.298,0.193,1.37015643416239e-14,"19","Uchl1"
"Tmem132d.14",1.33240801794672e-18,1.70242305672135,0.059,0.019,1.47724076949753e-14,"19","Tmem132d"
"Ankrd63.14",1.45680272698147e-18,1.49644111703642,0.068,0.024,1.61515718340436e-14,"19","Ankrd63"
"Ntng1.18",1.6116734397918e-18,-2.36626697919513,0.198,0.313,1.78686234269717e-14,"19","Ntng1"
"Cfap91.2",1.64838822994769e-18,1.67673991821978,0.035,0.008,1.827568030543e-14,"19","Cfap91"
"Gnai2.17",1.97643472279063e-18,-2.14671106841936,0.221,0.341,2.19127317715797e-14,"19","Gnai2"
"Tmem200a.17",1.98858458306004e-18,0.883596942466338,0.189,0.103,2.20474372723867e-14,"19","Tmem200a"
"Pinlyp.15",2.06196376238506e-18,3.25221632613078,0.054,0.017,2.28609922335631e-14,"19","Pinlyp"
"Dlk1.15",2.06958969809166e-18,1.22216623073103,0.204,0.116,2.29455409827423e-14,"19","Dlk1"
"Agrn.17",2.45897482815699e-18,-0.776961215713954,0.415,0.522,2.72626539197766e-14,"19","Agrn"
"Ppfia4.14",2.59073408415e-18,0.900896242696423,0.279,0.178,2.87234687909711e-14,"19","Ppfia4"
"Clstn1.14",2.87082070786457e-18,0.255463905348768,0.91,0.743,3.18287891880945e-14,"19","Clstn1"
"Car14.18",2.90301505064148e-18,-3.52169164055305,0.038,0.13,3.21857278664621e-14,"19","Car14"
"Arhgdig.18",3.1813447784514e-18,0.687281479107669,0.328,0.215,3.52715695586907e-14,"19","Arhgdig"
"Thbs1.12",3.25154354818795e-18,1.90513913626067,0.042,0.011,3.60498633187598e-14,"19","Thbs1"
"Gabrg2.13",3.34439811565487e-18,0.378589276315795,0.706,0.547,3.70793419082655e-14,"19","Gabrg2"
"St18.18",3.40673694223928e-18,-3.18964770447548,0.038,0.131,3.77704924786069e-14,"19","St18"
"Kcnq2.15",3.51090984987265e-18,0.566097951362334,0.402,0.28,3.8925457505538e-14,"19","Kcnq2"
"Sipa1l1.17",4.14924490824595e-18,0.340832177275108,0.619,0.447,4.60026782977229e-14,"19","Sipa1l1"
"Arid1b.17",4.37747115758207e-18,-1.12090331643786,0.37,0.473,4.85330227241124e-14,"19","Arid1b"
"Fer1l4.18",4.79028268927678e-18,1.01671848454984,0.136,0.066,5.31098641760116e-14,"19","Fer1l4"
"Pnoc.19",4.94450686203149e-18,1.39817727967684,0.073,0.027,5.48197475793431e-14,"19","Pnoc"
"Fut8.11",5.96211593201509e-18,0.353048177297849,0.637,0.499,6.61019793382513e-14,"19","Fut8"
"Jade2.10",6.5898304940701e-18,-0.617837607491095,0.623,0.678,7.30614506877552e-14,"19","Jade2"
"Tle6.12",7.79233567500922e-18,0.510548591320931,0.39,0.268,8.63936256288272e-14,"19","Tle6"
"Npdc1.18",1.13320368984344e-17,0.644265032857642,0.526,0.398,1.25638293092942e-13,"19","Npdc1"
"Neurod1.19",1.22183528285629e-17,-4.27786943580767,0.007,0.084,1.35464877810276e-13,"19","Neurod1"
"Tac2.19",1.3534001674376e-17,1.70826722831348,0.091,0.038,1.50051476563807e-13,"19","Tac2"
"App.15",1.50965466897862e-17,0.388125609658793,0.888,0.77,1.6737541314966e-13,"19","App"
"Vwa1.2",1.63568812851104e-17,2.51610177239992,0.027,0.006,1.81348742808019e-13,"19","Vwa1"
"Rnf31.12",1.87526299289468e-17,0.455000859301777,0.411,0.289,2.07910408022233e-13,"19","Rnf31"
"Caly.13",2.02052341146029e-17,0.592332078794395,0.313,0.205,2.24015430628602e-13,"19","Caly"
"Ptprm.19",2.02640886666381e-17,0.84656293605808,0.272,0.171,2.24667951047016e-13,"19","Ptprm"
"Zfp385c.16",2.12674503184629e-17,1.05262744576282,0.406,0.294,2.35792221680798e-13,"19","Zfp385c"
"Ap3b2.14",2.35993319729968e-17,0.377556836024293,0.535,0.399,2.61645793584616e-13,"19","Ap3b2"
"Csrnp2.14",2.74651138039341e-17,1.00393212960478,0.202,0.117,3.04505716744217e-13,"19","Csrnp2"
"Nrsn1.15",3.64663295749549e-17,0.947865453900642,0.363,0.252,4.04302195997525e-13,"19","Nrsn1"
"Mag.18",4.20355749880308e-17,-4.05217407238173,0.019,0.1,4.66048419892298e-13,"19","Mag"
"Adamtsl3.15",4.62333530440089e-17,0.546458636239728,0.444,0.322,5.12589185198927e-13,"19","Adamtsl3"
"Agap2.15",4.72278231373307e-17,0.604102628901184,0.435,0.315,5.23614875123585e-13,"19","Agap2"
"Slc35f3.16",4.92333646689858e-17,1.00058516766429,0.182,0.102,5.45850314085045e-13,"19","Slc35f3"
"Pcsk1.17",5.75341534184089e-17,0.707651559560113,0.455,0.341,6.378811589499e-13,"19","Pcsk1"
"Sgsm2.14",6.18740867782196e-17,0.466476753374549,0.57,0.434,6.8599800011012e-13,"19","Sgsm2"
"Zic1.18",6.87821465607446e-17,-1.94492214134987,0.096,0.199,7.62587658918975e-13,"19","Zic1"
"Grm7.15",7.19297609459929e-17,0.379607982311941,0.545,0.402,7.97485259608224e-13,"19","Grm7"
"Grm2.18",7.35981792346027e-17,-1.72326839496514,0.211,0.323,8.15983013174041e-13,"19","Grm2"
"Dusp1.2",7.74894143546929e-17,2.28417199638247,0.026,0.005,8.5912513695048e-13,"19","Dusp1"
"Ppp1r1b.18",8.07313878535238e-17,-2.86527138555659,0.03,0.117,8.95068897132018e-13,"19","Ppp1r1b"
"Astn1.16",8.22094841181742e-17,0.226797570707296,0.9,0.764,9.11456550418197e-13,"19","Astn1"
"Slc45a4.18",9.47120354391349e-17,-1.14985615427635,0.247,0.362,1.05007233691369e-12,"19","Slc45a4"
"Dlc1.16",1.03107291683192e-16,-2.4630838177065,0.061,0.156,1.14315054289155e-12,"19","Dlc1"
"Lhfpl3.18",1.05167296778335e-16,0.640579456878774,0.312,0.208,1.1659898193814e-12,"19","Lhfpl3"
"Ccdc88a.16",1.1512963315049e-16,0.385343075642816,0.419,0.294,1.27644224273949e-12,"19","Ccdc88a"
"Rasgef1b.14",1.19874306166991e-16,0.726361767099641,0.418,0.3,1.32904643247343e-12,"19","Rasgef1b"
"Tex16.18",1.23124821631361e-16,0.528299311472658,0.395,0.279,1.3650848974269e-12,"19","Tex16"
