"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"golim4b",7.55671583120317e-36,7.44518509685505,0.545,0.003,1.17590055049353e-31,"OPC","golim4b"
"zgc:113337",1.03717269304468e-35,4.9605381271266,0.545,0.003,1.61394442764683e-31,"OPC","zgc:113337"
"olfm3a",3.91792260694882e-35,9.30419960037535,0.455,0,6.09667936867306e-31,"OPC","olfm3a"
"btbd3b.1",5.08470193786316e-35,5.46375661881857,0.818,0.021,7.91230468550887e-31,"OPC","btbd3b"
"si:ch211-234p6.5",8.72737590271786e-35,7.52928276685697,0.727,0.015,1.35806696422193e-30,"OPC","si:ch211-234p6.5"
"col9a3",9.31164707841588e-32,8.83651564273787,0.545,0.006,1.44898540187229e-27,"OPC","col9a3"
"LOC100500933",1.62449305509213e-31,6.60003736299884,0.545,0.006,2.52787364302886e-27,"OPC","LOC100500933"
"si:ch211-132g1.3",1.93733703819612e-30,6.71397177681632,1,0.057,3.01469016513699e-26,"OPC","si:ch211-132g1.3"
"cacng5a",1.93852327725226e-29,8.77723901463928,0.455,0.003,3.01653607173225e-25,"OPC","cacng5a"
"c1ql4a",2.34261576760998e-28,9.2840064142078,0.364,0,3.64534439597789e-24,"OPC","c1ql4a"
"cspg4",2.34261576760998e-28,8.56492591197403,0.364,0,3.64534439597789e-24,"OPC","cspg4"
"matn4",2.34261576760998e-28,8.30785186754835,0.364,0,3.64534439597789e-24,"OPC","matn4"
"mkxa",2.63836530290878e-28,6.57408548774069,0.727,0.024,4.10556024785636e-24,"OPC","mkxa"
"si:ch211-76l23.7",6.23574051133349e-27,8.37755475187773,0.636,0.018,9.70343580968605e-23,"OPC","si:ch211-76l23.7"
"nkx2.2a",1.70609068828767e-26,6.54958446517174,0.636,0.018,2.65484772004444e-22,"OPC","nkx2.2a"
"si:dkeyp-14d3.1.1",2.30359264305979e-26,6.30743263985702,0.636,0.018,3.58462051186534e-22,"OPC","si:dkeyp-14d3.1"
"grik1b.1",1.53999996287429e-25,6.65706256549381,0.545,0.012,2.39639394222868e-21,"OPC","grik1b"
"rpz.1",1.61947730054652e-25,4.21097527601851,0.909,0.051,2.52006862738044e-21,"OPC","rpz"
"nxph1.1",1.83825529713839e-25,3.91912988362212,0.727,0.027,2.86050906787704e-21,"OPC","nxph1"
"zgc:66433",4.43409990673464e-25,5.75183631445321,0.455,0.006,6.89990286486978e-21,"OPC","zgc:66433"
"gria4a.1",3.23739263058467e-24,6.13083709312022,0.818,0.045,5.03770667245281e-20,"OPC","gria4a"
"etv4",5.54417774717458e-24,4.09866437608257,0.636,0.021,8.62729499237837e-20,"OPC","etv4"
"dscamb.1",1.41017816013653e-23,5.4749202688731,0.909,0.066,2.19437823498846e-19,"OPC","dscamb"
"irx3a",8.73281989359122e-23,7.0572467438208,0.364,0.003,1.35891410364173e-18,"OPC","irx3a"
"znf488",1.35816630165758e-22,5.2101767570585,0.364,0.003,2.11344258200935e-18,"OPC","znf488"
"tmem51a",3.30797253174079e-22,6.36970881111302,0.455,0.009,5.14753605664184e-18,"OPC","tmem51a"
"si:ch211-106h11.3",4.16704633785123e-22,6.28538528001368,0.455,0.009,6.4843408063303e-18,"OPC","si:ch211-106h11.3"
"slitrk2.1",4.49753485767576e-22,4.23382966323037,0.909,0.066,6.99861399202924e-18,"OPC","slitrk2"
"sema5bb.1",6.87388275788335e-22,3.8439923046539,0.727,0.036,1.06964489595423e-17,"OPC","sema5bb"
"vit.1",1.1238955933027e-21,5.19771360302443,0.727,0.039,1.74889393273834e-17,"OPC","vit"
"crybb3",1.32112582638512e-21,8.23986001788718,0.273,0,2.05580389843788e-17,"OPC","crybb3"
"meltf",1.32112582638512e-21,7.32309116358735,0.273,0,2.05580389843788e-17,"OPC","meltf"
"relt",1.32112582638512e-21,9.69356638739565,0.273,0,2.05580389843788e-17,"OPC","relt"
"rxfp2l",1.32112582638512e-21,6.20630220001804,0.273,0,2.05580389843788e-17,"OPC","rxfp2l"
"si:ch211-241j12.3",1.32112582638512e-21,6.24415648353754,0.273,0,2.05580389843788e-17,"OPC","si:ch211-241j12.3"
"vwa5b2",1.32112582638512e-21,7.35171970422054,0.273,0,2.05580389843788e-17,"OPC","vwa5b2"
"zgc:172122",1.78634532138969e-21,3.79955698599791,0.727,0.036,2.77973195461449e-17,"OPC","zgc:172122"
"sc:d189",2.53064471445259e-21,4.15353363685169,0.818,0.051,3.93793624015968e-17,"OPC","sc:d189"
"sv2bb.2",5.07123114884817e-21,4.88615141524077,0.636,0.027,7.89134279072263e-17,"OPC","sv2bb"
"ect2",5.53739005767963e-21,5.48125900510078,0.545,0.018,8.61673266875527e-17,"OPC","ect2"
"nhsb.1",1.25678366382378e-20,4.01476087659671,0.909,0.069,1.95568105927619e-16,"OPC","nhsb"
"kazna.1",2.69247771519715e-20,5.05287269600238,0.636,0.03,4.18976457261829e-16,"OPC","kazna"
"sema5a.1",3.94435274853365e-20,6.75872283733517,1,0.117,6.13780731199322e-16,"OPC","sema5a"
"usp3",4.4369374056679e-20,4.57877349270874,0.818,0.06,6.90431829695982e-16,"OPC","usp3"
"c1ql3a",7.7742035661367e-20,8.52092223787762,0.455,0.012,1.20974381692653e-15,"OPC","c1ql3a"
"igfbp3",1.54062436038541e-19,3.84261516778881,0.636,0.03,2.39736556719574e-15,"OPC","igfbp3"
"gfra4a.2",2.81389289076618e-19,4.86719766758101,0.636,0.033,4.37869872732125e-15,"OPC","gfra4a"
"slc35d1a",3.03576642711175e-19,4.3095230213697,0.727,0.045,4.72395613722859e-15,"OPC","slc35d1a"
"sox6",3.26257606124362e-19,4.10156542055862,0.818,0.06,5.0768946089012e-15,"OPC","sox6"
"taok3a.1",3.68765898013331e-19,5.08420863593836,0.818,0.066,5.73836613898544e-15,"OPC","taok3a"
"anxa6",5.20063833278154e-19,6.73366669628182,0.364,0.006,8.09271330964135e-15,"OPC","anxa6"
"loxl1",6.22612647377611e-19,4.5639773203508,0.636,0.033,9.68847540584301e-15,"OPC","loxl1"
"igsf9ba.2",6.49374395604501e-19,6.64477747046845,1,0.126,1.01049149700016e-14,"OPC","igsf9ba"
"tmem235b",6.64259420237221e-19,5.97974591121774,0.364,0.006,1.03365408383114e-14,"OPC","tmem235b"
"cyp27a3",7.50514990890316e-19,6.16534406935288,0.364,0.006,1.16787637732442e-14,"OPC","cyp27a3"
"slc1a1.1",8.67645695497875e-19,4.90661234143241,0.727,0.048,1.35014346676424e-14,"OPC","slc1a1"
"septin4b.1",1.41769636670652e-18,6.58682541116111,0.636,0.036,2.20607731623202e-14,"OPC","septin4b"
"zcchc24",2.41672373746289e-18,6.27065274393995,0.545,0.024,3.76066380786601e-14,"OPC","zcchc24"
"si:dkey-204f11.64",6.76523127260278e-18,7.66404265987036,0.455,0.015,1.05273763832972e-13,"OPC","si:dkey-204f11.64"
"sall1a",7.10716656688958e-18,4.42226232167168,0.727,0.051,1.10594618947369e-13,"OPC","sall1a"
"gfra4b",7.42012894483736e-18,6.63604341899336,0.455,0.015,1.15464626510614e-13,"OPC","gfra4b"
"dhrs12la",8.92328622248283e-18,4.37415284908528,0.455,0.015,1.38855256908055e-13,"OPC","dhrs12la"
"vwc2.2",8.92328622248283e-18,5.03196647586724,0.455,0.015,1.38855256908055e-13,"OPC","vwc2"
"tpm1.1",1.10109813063449e-17,4.88743729060985,0.909,0.102,1.71341880108033e-13,"OPC","tpm1"
"lrrn1.1",1.2360801429101e-17,4.27159532005107,0.909,0.099,1.9234643103824e-13,"OPC","lrrn1"
"vamp1a.3",1.2360801429101e-17,4.75249322274953,0.909,0.099,1.9234643103824e-13,"OPC","vamp1a"
"si:ch211-180a12.2",1.76963763769688e-17,3.2675761250064,0.636,0.036,2.75373312802012e-13,"OPC","si:ch211-180a12.2"
"btbd17b.1",2.22949901166613e-17,4.63623565241758,0.455,0.015,3.46932341205367e-13,"OPC","btbd17b"
"brinp2.1",4.19499350069262e-17,4.44890679391217,0.909,0.096,6.52782938642778e-13,"OPC","brinp2"
"mrap2a.2",6.71174709355459e-17,5.22564564802736,0.545,0.027,1.04441496522803e-12,"OPC","mrap2a"
"tafa5a.2",1.20310025282978e-16,4.95281487504342,0.818,0.081,1.87214430342841e-12,"OPC","tafa5a"
"timd4",1.5461177340541e-16,7.42390266875712,0.364,0.009,2.40591380596159e-12,"OPC","timd4"
"picalma",1.5785772634501e-16,5.96870506780427,0.636,0.042,2.4564240796547e-12,"OPC","picalma"
"edil3b",1.71796189269843e-16,7.0603230817426,0.364,0.009,2.67332050122803e-12,"OPC","edil3b"
"p2rx7",2.12007597073269e-16,5.56895411689282,0.364,0.009,3.29905021805715e-12,"OPC","p2rx7"
"gfra2a",2.12918358364055e-16,7.19745392056486,0.273,0.003,3.31322257450306e-12,"OPC","gfra2a"
"si:ch211-120e1.7",2.12918358364055e-16,8.82190805799516,0.273,0.003,3.31322257450306e-12,"OPC","si:ch211-120e1.7"
"si:dkey-98f17.5",2.12918358364055e-16,6.6502959422999,0.273,0.003,3.31322257450306e-12,"OPC","si:dkey-98f17.5"
"si:dkey-6n6.1",2.35460662620509e-16,4.88307417618477,0.364,0.009,3.66400337103774e-12,"OPC","si:dkey-6n6.1"
"traf4a.2",2.64950378686153e-16,5.80586755239783,1,0.165,4.12289284273523e-12,"OPC","traf4a"
"slc1a7b",2.80602074011708e-16,6.29593385831069,0.273,0.003,4.36644887369619e-12,"OPC","slc1a7b"
"stc1",2.80602074011708e-16,6.36779124827998,0.273,0.003,4.36644887369619e-12,"OPC","stc1"
"ccdc80",3.37760950163812e-16,5.85998497717369,0.455,0.018,5.25589814549908e-12,"OPC","ccdc80"
"gpr52.2",5.00420526302384e-16,5.89362556811886,0.545,0.03,7.7870438097914e-12,"OPC","gpr52"
"cep44",5.12628537833189e-16,5.00232209727749,0.455,0.018,7.97701267722225e-12,"OPC","cep44"
"epn2",1.57448198198703e-15,4.76806685089132,0.636,0.045,2.45005141217002e-11,"OPC","epn2"
"nme5",2.05537968627652e-15,3.53246413657227,0.727,0.06,3.19837632981489e-11,"OPC","nme5"
"npas1",2.23850433176602e-15,3.17561597264433,0.636,0.045,3.4833365906611e-11,"OPC","npas1"
"ptprea",2.27037756384564e-15,1.89311206043701,0.545,0.03,3.5329345271002e-11,"OPC","ptprea"
"tspan18b.1",3.78755905292486e-15,4.60291902947472,0.727,0.066,5.89382064225637e-11,"OPC","tspan18b"
"sema4ba.1",6.53829170410075e-15,4.17627582171776,0.636,0.048,1.01742357207512e-10,"OPC","sema4ba"
"dock1",7.74074460834034e-15,4.80549282709736,0.636,0.048,1.20453726850384e-10,"OPC","dock1"
"sash1b",8.36886253552579e-15,5.44927917461628,0.545,0.033,1.30227869915317e-10,"OPC","sash1b"
"arl5a",8.92802325011917e-15,4.47727542431978,0.545,0.033,1.38928969795104e-10,"OPC","arl5a"
"nptx1l.2",9.41302136817535e-15,3.35725490007252,0.909,0.114,1.46476025510177e-10,"OPC","nptx1l"
"rassf2a",9.91488719554381e-15,5.45087768883847,0.909,0.129,1.54285559649857e-10,"OPC","rassf2a"
"si:dkey-172h23.2",1.28987353682496e-14,3.78347119034068,0.455,0.021,2.00717221065331e-10,"OPC","si:dkey-172h23.2"
"usta",1.47285881980383e-14,8.71292859287073,0.364,0.012,2.29191560949675e-10,"OPC","usta"
"itga4",1.77080969622371e-14,6.69778622781705,0.364,0.012,2.75555696829372e-10,"OPC","itga4"
"lpar1",2.12786656332673e-14,5.22378455559251,0.364,0.012,3.31117315919272e-10,"OPC","lpar1"
"plod2",2.12786656332673e-14,6.247949260917,0.364,0.012,3.31117315919272e-10,"OPC","plod2"
"bmp3",2.79998963515982e-14,5.30806278245222,0.364,0.012,4.3570638712722e-10,"OPC","bmp3"
"si:ch211-212o1.2",3.52082531840126e-14,4.14388846981068,0.636,0.051,5.4787562779642e-10,"OPC","si:ch211-212o1.2"
"etv1",5.02056995946148e-14,3.4345783303854,0.636,0.054,7.81250891391801e-10,"OPC","etv1"
"serpine2.1",9.9017154570178e-14,3.06101074550119,0.727,0.075,1.54080594226654e-09,"OPC","serpine2"
"cntfr.1",1.04799659619421e-13,3.26702489568911,0.818,0.093,1.63078750333781e-09,"OPC","cntfr"
"has3",1.39586559884898e-13,4.76672164219269,0.455,0.024,2.17210645836889e-09,"OPC","has3"
"gas6",1.49733023329608e-13,2.78509645114718,0.455,0.024,2.32999557603203e-09,"OPC","gas6"
"lmcd1",1.84721146687492e-13,4.39947502112945,0.455,0.024,2.87444576360407e-09,"OPC","lmcd1"
"stxbp6l",1.84721146687492e-13,3.93375798247965,0.455,0.024,2.87444576360407e-09,"OPC","stxbp6l"
"cxcl12a.4",1.89181759034678e-13,3.28431235080383,1,0.177,2.94385735233863e-09,"OPC","cxcl12a"
"cacng5b.1",1.98080616601335e-13,3.50865237066726,0.455,0.024,3.08233247493338e-09,"OPC","cacng5b"
"epas1b",2.68639497885913e-13,4.50005421280571,0.545,0.039,4.18029922660269e-09,"OPC","epas1b"
"bcan.1",2.70510976546375e-13,3.75471605909971,0.909,0.138,4.20942130603813e-09,"OPC","bcan"
"vegfab",2.83514740975289e-13,5.25234488668819,0.636,0.057,4.41177288431648e-09,"OPC","vegfab"
"plch1",2.84651233596274e-13,3.63704975349211,0.545,0.039,4.42945784599162e-09,"OPC","plch1"
"sertm1",3.24670540688035e-13,6.8737026262605,0.273,0.006,5.05219828364652e-09,"OPC","sertm1"
"tafa3b.2",4.78010990223149e-13,3.94186638955382,0.545,0.039,7.43832901886242e-09,"OPC","tafa3b"
"epb41l3a.1",4.90008138199879e-13,3.4042873798688,0.636,0.057,7.62501663852831e-09,"OPC","epb41l3a"
"tmem178bb.2",7.72052157303538e-13,4.4648610351994,0.909,0.162,1.20139036198004e-08,"OPC","tmem178bb"
"myt1b.1",1.11130096965531e-12,3.21097145869215,0.818,0.111,1.72929543888062e-08,"OPC","myt1b"
"fstl5.2",1.13482863466541e-12,3.24529071516989,0.727,0.081,1.76590683840285e-08,"OPC","fstl5"
"zgc:158482",1.15826023497642e-12,4.86462579007338,0.364,0.015,1.80236875164681e-08,"OPC","zgc:158482"
"gareml",1.25559538665084e-12,4.428885513327,0.364,0.015,1.95383198116738e-08,"OPC","gareml"
"hey2",1.32251662195935e-12,6.07720327899202,0.545,0.045,2.05796811543095e-08,"OPC","hey2"
"tnr",1.33829339494402e-12,3.49253959908498,0.636,0.06,2.08251835187238e-08,"OPC","tnr"
"prom1b",1.36094412837339e-12,3.90872317420477,0.364,0.015,2.11776515816184e-08,"OPC","prom1b"
"kyat3.2",1.5928912088676e-12,4.39394985543053,0.455,0.027,2.47869801011887e-08,"OPC","kyat3.2"
"itsn2a",2.05322137352201e-12,2.84579122388959,0.636,0.06,3.19501777933759e-08,"OPC","itsn2a"
"rasgrp4",2.39406961978303e-12,2.39640100090274,0.545,0.042,3.72541173534438e-08,"OPC","rasgrp4"
"grik4.2",2.52759652369284e-12,3.38817320906619,0.545,0.042,3.93319295051843e-08,"OPC","grik4"
"cep170ab",2.84574835753364e-12,3.20570173399185,0.455,0.027,4.4282690191581e-08,"OPC","cep170ab"
"sall2.1",2.96329072745648e-12,1.67014985263714,0.818,0.099,4.61117670099503e-08,"OPC","sall2"
"ptprua.1",4.01866921536242e-12,2.22656560814707,0.818,0.108,6.25345116602546e-08,"OPC","ptprua"
"ntm",4.78278113733126e-12,3.12438622830759,0.636,0.06,7.44248572780118e-08,"OPC","ntm"
"ptprub",5.24236870529499e-12,3.79705198382673,0.545,0.045,8.15764994230954e-08,"OPC","ptprub"
"atp6ap1lb.2",5.66480280295445e-12,3.18003438735038,0.727,0.084,8.81499964167741e-08,"OPC","atp6ap1lb"
"hhipl1.1",8.33989334710951e-12,1.61804849756216,0.636,0.06,1.29777080374371e-07,"OPC","hhipl1"
"spock2.3",9.11596379989815e-12,2.51536338004214,0.909,0.135,1.41853512690215e-07,"OPC","spock2"
"rnf144ab.2",1.07615250266516e-11,3.87425519278589,0.727,0.093,1.67460090939725e-07,"OPC","rnf144ab"
"si:dkey-81h8.1.1",1.16597484236662e-11,4.49946351480952,0.455,0.03,1.8143734522067e-07,"OPC","si:dkey-81h8.1"
"lim2.2",1.27747332596126e-11,5.95440651478303,0.364,0.018,1.98787624252832e-07,"OPC","lim2.2"
"erbb2",1.31527546409606e-11,3.68833095939452,0.455,0.03,2.04670014967987e-07,"OPC","erbb2"
"sgk3",1.33139759969144e-11,3.40058527487055,0.545,0.045,2.07178780487984e-07,"OPC","sgk3"
"ltn1",1.7752941450578e-11,2.85721042715045,0.455,0.03,2.76253521912444e-07,"OPC","ltn1"
"dnajc12",1.8394983615876e-11,4.21315462622467,0.364,0.018,2.86244340046646e-07,"OPC","dnajc12"
"gng12a.2",1.94247489963791e-11,3.68752576075681,0.545,0.048,3.02268519132655e-07,"OPC","gng12a"
"cdh7a",2.00053288592263e-11,2.75431149661073,0.455,0.03,3.1130292237842e-07,"OPC","cdh7a"
"si:ch211-113g11.6.2",2.82609821171132e-11,3.43200035941198,0.818,0.129,4.39769142724398e-07,"OPC","si:ch211-113g11.6"
"ch25hl2.2",3.53427293212297e-11,3.06570639437684,0.727,0.093,5.49968210967656e-07,"OPC","ch25hl2"
"itsn2b",3.60400553410849e-11,3.65566402556757,0.636,0.072,5.60819301162622e-07,"OPC","itsn2b"
"qkia.1",3.89065166685893e-11,3.28435251267891,1,0.246,6.05424305879919e-07,"OPC","qkia"
"ephb2a",4.48568617592098e-11,3.81078888542828,0.455,0.033,6.98017625835063e-07,"OPC","ephb2a"
"cdh18a",5.46462436254419e-11,4.12786172395264,0.545,0.048,8.50350197055501e-07,"OPC","cdh18a"
"atxn7l2b",5.62802469215704e-11,4.22506472313821,0.455,0.033,8.75776922346557e-07,"OPC","atxn7l2b"
"myo9aa",6.66703579035e-11,4.00898701031399,0.455,0.033,1.03745743933636e-06,"OPC","myo9aa"
"fgf12a",6.8937418060371e-11,2.03163347369123,0.636,0.066,1.07273516243743e-06,"OPC","fgf12a"
"sfxn5b",7.71794092109683e-11,3.7832622235379,0.727,0.105,1.20098878673188e-06,"OPC","sfxn5b"
"cd82a.4",1.04102268911889e-10,3.86327070232806,0.909,0.222,1.6199354065379e-06,"OPC","cd82a"
"ppp1r14bb.1",1.06397546478693e-10,3.64551972341634,0.818,0.138,1.65565222075494e-06,"OPC","ppp1r14bb"
"fndc4a.2",1.24869865033247e-10,3.17801363687458,0.636,0.075,1.94309996978236e-06,"OPC","fndc4a"
"sh3rf1",1.43239147650237e-10,3.82832548208469,0.545,0.051,2.22894437658533e-06,"OPC","sh3rf1"
"rasa1b",1.45582287532984e-10,5.06640674729735,0.364,0.021,2.26540597630077e-06,"OPC","rasa1b"
"pcbp4.1",1.50266057589756e-10,1.56126043389168,0.545,0.048,2.33829012215419e-06,"OPC","pcbp4"
"eepd1",1.55556084672815e-10,4.12955732219702,0.364,0.021,2.42060823359368e-06,"OPC","eepd1"
"slc7a10b",1.68171695823028e-10,3.27650473670533,0.545,0.054,2.61691975870214e-06,"OPC","slc7a10b"
"si:ch211-253b8.5",1.77547110770679e-10,4.17961506464211,0.364,0.021,2.76281059070253e-06,"OPC","si:ch211-253b8.5"
"cspg5b.2",1.9543275341992e-10,1.79873696094235,0.727,0.093,3.04112907596738e-06,"OPC","cspg5b"
"amotl2a.3",2.03074003958665e-10,3.1282892387331,0.727,0.102,3.16003457560078e-06,"OPC","amotl2a"
"ptpn11a",2.04523690257779e-10,3.55390866631067,0.727,0.099,3.18259314410129e-06,"OPC","ptpn11a"
"eno1b.3",2.1228094466519e-10,2.21221618896439,0.818,0.132,3.30330377993502e-06,"OPC","eno1b"
"slc25a38a",2.46672101228072e-10,2.64454098470172,0.364,0.021,3.83846456721002e-06,"OPC","slc25a38a"
"si:dkey-26c10.5",2.50818807249096e-10,3.39768526751103,0.636,0.078,3.90299145960318e-06,"OPC","si:dkey-26c10.5"
"tub.2",2.55478031260915e-10,2.74798302106782,0.727,0.105,3.9754936444511e-06,"OPC","tub"
"b4galt2.1",3.04787071348107e-10,3.76898953035918,0.636,0.078,4.74279161724789e-06,"OPC","b4galt2"
"adgrf3b",3.47176357655208e-10,7.01263073419403,0.182,0.003,5.40241130147268e-06,"OPC","adgrf3b"
"crp7",3.47176357655208e-10,6.0519605490453,0.182,0.003,5.40241130147268e-06,"OPC","crp7"
"fbln7",3.47176357655208e-10,6.07225105582834,0.182,0.003,5.40241130147268e-06,"OPC","fbln7"
"pou3f2a",3.47176357655208e-10,6.20205027521924,0.182,0.003,5.40241130147268e-06,"OPC","pou3f2a"
"si:dkey-112m2.1",3.47176357655208e-10,7.60109801943971,0.182,0.003,5.40241130147268e-06,"OPC","si:dkey-112m2.1"
"si:dkey-78a14.4",3.47176357655208e-10,7.15118132706833,0.182,0.003,5.40241130147268e-06,"OPC","si:dkey-78a14.4"
"tmem200b",3.47176357655208e-10,8.28944556340188,0.182,0.003,5.40241130147268e-06,"OPC","tmem200b"
"trarg1a",3.47176357655208e-10,7.80006772049269,0.182,0.003,5.40241130147268e-06,"OPC","trarg1a"
"zgc:194839",3.47176357655208e-10,6.61735865098368,0.182,0.003,5.40241130147268e-06,"OPC","zgc:194839"
"cadm3.2",3.63782482601106e-10,3.52468685664036,1,0.27,5.66081921175581e-06,"OPC","cadm3"
"il1rapl1b",3.92546169460691e-10,6.04238966338173,0.182,0.003,6.10841094297781e-06,"OPC","il1rapl1b"
"lama4",3.92546169460691e-10,7.6440776450019,0.182,0.003,6.10841094297781e-06,"OPC","lama4"
"lypd6",3.92546169460691e-10,6.3752123599927,0.182,0.003,6.10841094297781e-06,"OPC","lypd6"
"grip1.3",4.31714647908804e-10,3.16780245217379,0.636,0.081,6.7179116361089e-06,"OPC","grip1"
"c3a.6",4.43686160940095e-10,4.87079881008965,0.182,0.003,6.90420035038882e-06,"OPC","c3a.6"
"ifi44f4",4.43686160940095e-10,4.5891361698303,0.182,0.003,6.90420035038882e-06,"OPC","ifi44f4"
"mlpha",4.43686160940095e-10,3.73101563556775,0.182,0.003,6.90420035038882e-06,"OPC","mlpha"
"nhsl3",4.43686160940095e-10,4.65539770311296,0.182,0.003,6.90420035038882e-06,"OPC","nhsl3"
"si:ch1073-184j22.1",4.43686160940095e-10,3.97931809456494,0.182,0.003,6.90420035038882e-06,"OPC","si:ch1073-184j22.1"
"si:dkey-76k16.6",4.43686160940095e-10,4.85586222985116,0.182,0.003,6.90420035038882e-06,"OPC","si:dkey-76k16.6"
"swap70a",4.43686160940095e-10,4.92415389242042,0.182,0.003,6.90420035038882e-06,"OPC","swap70a"
"tdrd7b",4.43686160940095e-10,2.29624639713082,0.182,0.003,6.90420035038882e-06,"OPC","tdrd7b"
"cd63.4",4.86788677070113e-10,2.48184613602408,1,0.255,7.57491860388804e-06,"OPC","cd63"
"gria3a.1",5.47744794909634e-10,4.75460291160796,0.455,0.039,8.52345675358881e-06,"OPC","gria3a"
"pisd.1",5.70410219299323e-10,3.43213517252017,0.818,0.159,8.87615342251677e-06,"OPC","pisd"
"dscama.1",6.37693169244695e-10,4.66805601870105,0.455,0.039,9.92314340661669e-06,"OPC","dscama"
"si:ch211-176g13.8",6.41014035692812e-10,8.93077230919382,0.364,0.024,9.97481940941585e-06,"OPC","si:ch211-176g13.8"
"lrfn5a.2",1.06353165704697e-09,2.81052961734668,0.818,0.15,1.65496161153079e-05,"OPC","lrfn5a"
"spry2.2",1.06537601296097e-09,2.82967042526962,0.636,0.081,1.65783161376857e-05,"OPC","spry2"
"chrnb3a",1.15970766850753e-09,7.64405707362575,0.273,0.012,1.80462110296457e-05,"OPC","chrnb3a"
"snx9b",1.25257161144965e-09,4.76125249966416,0.364,0.024,1.94912668457681e-05,"OPC","snx9b"
"abca1a",1.25624609953899e-09,3.74294540623094,0.636,0.087,1.95484455549262e-05,"OPC","abca1a"
"atcaya.2",1.34227896237836e-09,3.3819684347812,0.909,0.255,2.08872029335697e-05,"OPC","atcaya"
"gnai2b.2",1.41761359405408e-09,3.19414553598794,0.818,0.177,2.20594851370755e-05,"OPC","gnai2b"
"il16",1.46729583543253e-09,2.46095921737504,0.273,0.012,2.28325904951656e-05,"OPC","il16"
"arhgap31",1.50076047659177e-09,4.77996463637071,0.364,0.024,2.33533337762445e-05,"OPC","arhgap31"
"fbxo8",1.50076047659177e-09,4.00430902226729,0.364,0.024,2.33533337762445e-05,"OPC","fbxo8"
"mesd",1.56927520188644e-09,3.24012008616379,0.455,0.039,2.44194914165549e-05,"OPC","mesd"
"rtn4rl1b.1",1.59368062681615e-09,3.16839060962051,0.364,0.024,2.47992642338861e-05,"OPC","rtn4rl1b"
"lgi3.2",1.69219870675782e-09,5.45655220585307,0.364,0.024,2.63323040758584e-05,"OPC","lgi3"
"cyld3",1.71511745873382e-09,4.67812816132359,0.273,0.012,2.6688942775357e-05,"OPC","cyld3"
"mfsd2b",1.71511745873382e-09,5.14797021239663,0.273,0.012,2.6688942775357e-05,"OPC","mfsd2b"
"zbtb16b",1.85387735969088e-09,4.74251957745123,0.273,0.012,2.88481855941497e-05,"OPC","zbtb16b"
"gdf11",2.00355300280609e-09,4.37960844685882,0.273,0.012,3.11772882766656e-05,"OPC","gdf11"
"myorg",2.16497746149322e-09,2.4365926917342,0.273,0.012,3.3689214278296e-05,"OPC","myorg"
"ctnnb1.1",2.52564534768714e-09,3.12272342654733,1,0.408,3.93015672553596e-05,"OPC","ctnnb1"
"tenm4.1",3.18920111359153e-09,2.26324366162531,0.727,0.111,4.96271585285978e-05,"OPC","tenm4"
"itm2ca.1",4.00570942534648e-09,2.75506262393187,0.727,0.114,6.23328443678165e-05,"OPC","itm2ca"
"spock3.3",4.15553158957154e-09,2.48893882327161,1,0.297,6.46642270653227e-05,"OPC","spock3"
"sall3a",4.36350904040929e-09,-0.550554170538503,0.364,0.024,6.7900564177809e-05,"OPC","sall3a"
"gpr3.1",4.58951652304742e-09,2.92388797841265,0.455,0.042,7.1417466615141e-05,"OPC","gpr3"
"anxa13.1",4.60122163070342e-09,2.94462504594983,0.909,0.225,7.15996097953759e-05,"OPC","anxa13"
"rftn2",5.28126695211251e-09,2.31061456952302,0.455,0.042,8.21817950418227e-05,"OPC","rftn2"
"pgap3",8.6601097376209e-09,4.29688139693485,0.364,0.027,0.000134759967627119,"OPC","pgap3"
"sytl3.1",1.00451509637571e-08,3.70020021437457,0.545,0.069,0.000156312594147024,"OPC","sytl3"
"ogfod3",1.0216387354343e-08,2.9668866260861,0.364,0.027,0.000158977203620932,"OPC","ogfod3"
"lyrm4",1.10667360037158e-08,2.01651973209514,0.455,0.042,0.000172209478953822,"OPC","lyrm4"
"megf11.1",1.14015169703523e-08,4.80937586631792,0.364,0.027,0.000177419005575653,"OPC","megf11"
"fstl4",1.27198133247005e-08,3.25369600250143,0.364,0.027,0.000197933015145665,"OPC","fstl4"
"nlgn2a.2",1.3965904895642e-08,2.99237312985336,0.727,0.123,0.000217323446081085,"OPC","nlgn2a"
"ncam2.2",1.4021119432626e-08,2.95136164330072,0.727,0.129,0.000218182639491093,"OPC","ncam2"
"cdk5r1a.2",1.45425125417771e-08,2.06714703700785,0.636,0.087,0.000226296037662593,"OPC","cdk5r1a"
"arvcfb",1.51015463156191e-08,2.35719603756696,0.818,0.159,0.000234995162217349,"OPC","arvcfb"
"xk.1",1.72153751636648e-08,3.37153184452685,0.455,0.045,0.000267888452921788,"OPC","xk"
"dipk2ab",1.80013333232123e-08,5.13634900799479,0.273,0.015,0.000280118747842507,"OPC","dipk2ab"
"errfi1a",1.81268269933223e-08,3.76314052116875,0.455,0.048,0.000282071554843088,"OPC","errfi1a"
"gyg1b",1.89398217872529e-08,5.3004769839986,0.364,0.03,0.000294722566831442,"OPC","gyg1b"
