"","Barcode","Coltan.DIssection","Barcode_updated"
"500","cellid_000000645-1","included","cellid_000000645-16P17"
"501","cellid_000000646-1","included","cellid_000000646-16P17"
"502","cellid_000000647-1","included","cellid_000000647-16P17"
"503","cellid_000000648-1","included","cellid_000000648-16P17"
"504","cellid_000000649-1","included","cellid_000000649-16P17"
"505","cellid_000000650-1","included","cellid_000000650-16P17"
"506","cellid_000000651-1","included","cellid_000000651-16P17"
"507","cellid_000000652-1","included","cellid_000000652-16P17"
"508","cellid_000000653-1","included","cellid_000000653-16P17"
"509","cellid_000000654-1","included","cellid_000000654-16P17"
"510","cellid_000000655-1","included","cellid_000000655-16P17"
"511","cellid_000000656-1","included","cellid_000000656-16P17"
"512","cellid_000000657-1","included","cellid_000000657-16P17"
"513","cellid_000000658-1","included","cellid_000000658-16P17"
"514","cellid_000000659-1","included","cellid_000000659-16P17"
"515","cellid_000000660-1","included","cellid_000000660-16P17"
"516","cellid_000000661-1","included","cellid_000000661-16P17"
"517","cellid_000000662-1","included","cellid_000000662-16P17"
"518","cellid_000000663-1","included","cellid_000000663-16P17"
"519","cellid_000000664-1","included","cellid_000000664-16P17"
"520","cellid_000000665-1","included","cellid_000000665-16P17"
"521","cellid_000000666-1","included","cellid_000000666-16P17"
"522","cellid_000000667-1","included","cellid_000000667-16P17"
"523","cellid_000000668-1","included","cellid_000000668-16P17"
"524","cellid_000000669-1","included","cellid_000000669-16P17"
"525","cellid_000000670-1","included","cellid_000000670-16P17"
"526","cellid_000000671-1","included","cellid_000000671-16P17"
"527","cellid_000000672-1","included","cellid_000000672-16P17"
"528","cellid_000000673-1","included","cellid_000000673-16P17"
"529","cellid_000000674-1","included","cellid_000000674-16P17"
"530","cellid_000000675-1","included","cellid_000000675-16P17"
"531","cellid_000000676-1","included","cellid_000000676-16P17"
"532","cellid_000000677-1","included","cellid_000000677-16P17"
"533","cellid_000000678-1","included","cellid_000000678-16P17"
"534","cellid_000000679-1","included","cellid_000000679-16P17"
"535","cellid_000000680-1","included","cellid_000000680-16P17"
"536","cellid_000000681-1","included","cellid_000000681-16P17"
"537","cellid_000000682-1","included","cellid_000000682-16P17"
"538","cellid_000000683-1","included","cellid_000000683-16P17"
"539","cellid_000000684-1","included","cellid_000000684-16P17"
"540","cellid_000000685-1","included","cellid_000000685-16P17"
"541","cellid_000000686-1","included","cellid_000000686-16P17"
"542","cellid_000000687-1","included","cellid_000000687-16P17"
"543","cellid_000000688-1","included","cellid_000000688-16P17"
"544","cellid_000000689-1","included","cellid_000000689-16P17"
"545","cellid_000000690-1","included","cellid_000000690-16P17"
"546","cellid_000000691-1","included","cellid_000000691-16P17"
"547","cellid_000000692-1","included","cellid_000000692-16P17"
"548","cellid_000000693-1","included","cellid_000000693-16P17"
"549","cellid_000000694-1","included","cellid_000000694-16P17"
"550","cellid_000000695-1","included","cellid_000000695-16P17"
"551","cellid_000000696-1","included","cellid_000000696-16P17"
"552","cellid_000000697-1","included","cellid_000000697-16P17"
"553","cellid_000000698-1","included","cellid_000000698-16P17"
"554","cellid_000000699-1","included","cellid_000000699-16P17"
"555","cellid_000000700-1","included","cellid_000000700-16P17"
"556","cellid_000000701-1","included","cellid_000000701-16P17"
"557","cellid_000000702-1","included","cellid_000000702-16P17"
"558","cellid_000000703-1","included","cellid_000000703-16P17"
"559","cellid_000000704-1","included","cellid_000000704-16P17"
"560","cellid_000000705-1","included","cellid_000000705-16P17"
"561","cellid_000000706-1","included","cellid_000000706-16P17"
"562","cellid_000000707-1","included","cellid_000000707-16P17"
"563","cellid_000000708-1","included","cellid_000000708-16P17"
"564","cellid_000000709-1","included","cellid_000000709-16P17"
"565","cellid_000000710-1","included","cellid_000000710-16P17"
"566","cellid_000000711-1","included","cellid_000000711-16P17"
"567","cellid_000000712-1","included","cellid_000000712-16P17"
"568","cellid_000000713-1","included","cellid_000000713-16P17"
"569","cellid_000000714-1","included","cellid_000000714-16P17"
"570","cellid_000000715-1","included","cellid_000000715-16P17"
"571","cellid_000000716-1","included","cellid_000000716-16P17"
"572","cellid_000000717-1","included","cellid_000000717-16P17"
"573","cellid_000000718-1","included","cellid_000000718-16P17"
"574","cellid_000000719-1","included","cellid_000000719-16P17"
"575","cellid_000000720-1","included","cellid_000000720-16P17"
"576","cellid_000000721-1","included","cellid_000000721-16P17"
"577","cellid_000000722-1","included","cellid_000000722-16P17"
"578","cellid_000000723-1","included","cellid_000000723-16P17"
"579","cellid_000000724-1","included","cellid_000000724-16P17"
"580","cellid_000000725-1","included","cellid_000000725-16P17"
"581","cellid_000000726-1","included","cellid_000000726-16P17"
"582","cellid_000000727-1","included","cellid_000000727-16P17"
"583","cellid_000000728-1","included","cellid_000000728-16P17"
"584","cellid_000000729-1","included","cellid_000000729-16P17"
"585","cellid_000000730-1","included","cellid_000000730-16P17"
"586","cellid_000000731-1","included","cellid_000000731-16P17"
"587","cellid_000000732-1","included","cellid_000000732-16P17"
"588","cellid_000000733-1","included","cellid_000000733-16P17"
"589","cellid_000000734-1","included","cellid_000000734-16P17"
"590","cellid_000000735-1","included","cellid_000000735-16P17"
"591","cellid_000000736-1","included","cellid_000000736-16P17"
"592","cellid_000000737-1","included","cellid_000000737-16P17"
"593","cellid_000000738-1","included","cellid_000000738-16P17"
"594","cellid_000000739-1","included","cellid_000000739-16P17"
"595","cellid_000000740-1","included","cellid_000000740-16P17"
"596","cellid_000000741-1","included","cellid_000000741-16P17"
"597","cellid_000000742-1","included","cellid_000000742-16P17"
"598","cellid_000000743-1","included","cellid_000000743-16P17"
"599","cellid_000000744-1","included","cellid_000000744-16P17"
"600","cellid_000000745-1","included","cellid_000000745-16P17"
"601","cellid_000000746-1","included","cellid_000000746-16P17"
"602","cellid_000000747-1","included","cellid_000000747-16P17"
"603","cellid_000000748-1","included","cellid_000000748-16P17"
"604","cellid_000000749-1","included","cellid_000000749-16P17"
"605","cellid_000000750-1","included","cellid_000000750-16P17"
"606","cellid_000000751-1","included","cellid_000000751-16P17"
"607","cellid_000000752-1","included","cellid_000000752-16P17"
"608","cellid_000000753-1","included","cellid_000000753-16P17"
"609","cellid_000000754-1","included","cellid_000000754-16P17"
"610","cellid_000000755-1","included","cellid_000000755-16P17"
"611","cellid_000000756-1","included","cellid_000000756-16P17"
"612","cellid_000000757-1","included","cellid_000000757-16P17"
"613","cellid_000000758-1","included","cellid_000000758-16P17"
"614","cellid_000000759-1","included","cellid_000000759-16P17"
"615","cellid_000000760-1","included","cellid_000000760-16P17"
"616","cellid_000000761-1","included","cellid_000000761-16P17"
"617","cellid_000000762-1","included","cellid_000000762-16P17"
"618","cellid_000000763-1","included","cellid_000000763-16P17"
"619","cellid_000000764-1","included","cellid_000000764-16P17"
"620","cellid_000000765-1","included","cellid_000000765-16P17"
"621","cellid_000000766-1","included","cellid_000000766-16P17"
"622","cellid_000000767-1","included","cellid_000000767-16P17"
"623","cellid_000000768-1","included","cellid_000000768-16P17"
"624","cellid_000000769-1","included","cellid_000000769-16P17"
"625","cellid_000000770-1","included","cellid_000000770-16P17"
"626","cellid_000000771-1","included","cellid_000000771-16P17"
"627","cellid_000000772-1","included","cellid_000000772-16P17"
"628","cellid_000000773-1","included","cellid_000000773-16P17"
"629","cellid_000000774-1","included","cellid_000000774-16P17"
"630","cellid_000000775-1","included","cellid_000000775-16P17"
"631","cellid_000000776-1","included","cellid_000000776-16P17"
"632","cellid_000000777-1","included","cellid_000000777-16P17"
"633","cellid_000000778-1","included","cellid_000000778-16P17"
"634","cellid_000000779-1","included","cellid_000000779-16P17"
"635","cellid_000000780-1","included","cellid_000000780-16P17"
"636","cellid_000000781-1","included","cellid_000000781-16P17"
"637","cellid_000000782-1","included","cellid_000000782-16P17"
"638","cellid_000000783-1","included","cellid_000000783-16P17"
"639","cellid_000000784-1","included","cellid_000000784-16P17"
"640","cellid_000000785-1","included","cellid_000000785-16P17"
"641","cellid_000000786-1","included","cellid_000000786-16P17"
"642","cellid_000000788-1","included","cellid_000000788-16P17"
"643","cellid_000000789-1","included","cellid_000000789-16P17"
"644","cellid_000000790-1","included","cellid_000000790-16P17"
"645","cellid_000000791-1","included","cellid_000000791-16P17"
"646","cellid_000000792-1","included","cellid_000000792-16P17"
"647","cellid_000000793-1","included","cellid_000000793-16P17"
"648","cellid_000000794-1","included","cellid_000000794-16P17"
"649","cellid_000000795-1","included","cellid_000000795-16P17"
"650","cellid_000000796-1","included","cellid_000000796-16P17"
"651","cellid_000000797-1","included","cellid_000000797-16P17"
"652","cellid_000000798-1","included","cellid_000000798-16P17"
"653","cellid_000000799-1","included","cellid_000000799-16P17"
"654","cellid_000000800-1","included","cellid_000000800-16P17"
"655","cellid_000000801-1","included","cellid_000000801-16P17"
"656","cellid_000000802-1","included","cellid_000000802-16P17"
"657","cellid_000000803-1","included","cellid_000000803-16P17"
"658","cellid_000000804-1","included","cellid_000000804-16P17"
"659","cellid_000000805-1","included","cellid_000000805-16P17"
"660","cellid_000000806-1","included","cellid_000000806-16P17"
"661","cellid_000000807-1","included","cellid_000000807-16P17"
"662","cellid_000000808-1","included","cellid_000000808-16P17"
"663","cellid_000000809-1","included","cellid_000000809-16P17"
"664","cellid_000000810-1","included","cellid_000000810-16P17"
"665","cellid_000000811-1","included","cellid_000000811-16P17"
"666","cellid_000000812-1","included","cellid_000000812-16P17"
"667","cellid_000000813-1","included","cellid_000000813-16P17"
"668","cellid_000000814-1","included","cellid_000000814-16P17"
"669","cellid_000000815-1","included","cellid_000000815-16P17"
"670","cellid_000000816-1","included","cellid_000000816-16P17"
"671","cellid_000000817-1","included","cellid_000000817-16P17"
"672","cellid_000000818-1","included","cellid_000000818-16P17"
"673","cellid_000000819-1","included","cellid_000000819-16P17"
"674","cellid_000000820-1","included","cellid_000000820-16P17"
"675","cellid_000000821-1","included","cellid_000000821-16P17"
"676","cellid_000000822-1","included","cellid_000000822-16P17"
"677","cellid_000000823-1","included","cellid_000000823-16P17"
"678","cellid_000000824-1","included","cellid_000000824-16P17"
"679","cellid_000000825-1","included","cellid_000000825-16P17"
"680","cellid_000000826-1","included","cellid_000000826-16P17"
"681","cellid_000000827-1","included","cellid_000000827-16P17"
"682","cellid_000000828-1","included","cellid_000000828-16P17"
"683","cellid_000000829-1","included","cellid_000000829-16P17"
"684","cellid_000000830-1","included","cellid_000000830-16P17"
"685","cellid_000000831-1","included","cellid_000000831-16P17"
"686","cellid_000000832-1","included","cellid_000000832-16P17"
"687","cellid_000000833-1","included","cellid_000000833-16P17"
"688","cellid_000000834-1","included","cellid_000000834-16P17"
"689","cellid_000000835-1","included","cellid_000000835-16P17"
"690","cellid_000000836-1","included","cellid_000000836-16P17"
"691","cellid_000000837-1","included","cellid_000000837-16P17"
"692","cellid_000000838-1","included","cellid_000000838-16P17"
"693","cellid_000000839-1","included","cellid_000000839-16P17"
"694","cellid_000000840-1","included","cellid_000000840-16P17"
"695","cellid_000000841-1","included","cellid_000000841-16P17"
"696","cellid_000000842-1","included","cellid_000000842-16P17"
"697","cellid_000000843-1","included","cellid_000000843-16P17"
"698","cellid_000000844-1","included","cellid_000000844-16P17"
"699","cellid_000000845-1","included","cellid_000000845-16P17"
"700","cellid_000000846-1","included","cellid_000000846-16P17"
"701","cellid_000000847-1","included","cellid_000000847-16P17"
"702","cellid_000000848-1","included","cellid_000000848-16P17"
"703","cellid_000000849-1","included","cellid_000000849-16P17"
"704","cellid_000000850-1","included","cellid_000000850-16P17"
"705","cellid_000000851-1","included","cellid_000000851-16P17"
"706","cellid_000000852-1","included","cellid_000000852-16P17"
"707","cellid_000000853-1","included","cellid_000000853-16P17"
"708","cellid_000000854-1","included","cellid_000000854-16P17"
"709","cellid_000000855-1","included","cellid_000000855-16P17"
"710","cellid_000000856-1","included","cellid_000000856-16P17"
"711","cellid_000000857-1","included","cellid_000000857-16P17"
"712","cellid_000000858-1","included","cellid_000000858-16P17"
"713","cellid_000000859-1","included","cellid_000000859-16P17"
"714","cellid_000000860-1","included","cellid_000000860-16P17"
"715","cellid_000000861-1","included","cellid_000000861-16P17"
"716","cellid_000000862-1","included","cellid_000000862-16P17"
