Barcode,Dissection
cellid_000115827-1,poa dissection
cellid_000115828-1,poa dissection
cellid_000115829-1,poa dissection
cellid_000115830-1,poa dissection
cellid_000115831-1,poa dissection
cellid_000115832-1,poa dissection
cellid_000115833-1,poa dissection
cellid_000115834-1,poa dissection
cellid_000115835-1,poa dissection
cellid_000115836-1,poa dissection
cellid_000115837-1,poa dissection
cellid_000115838-1,poa dissection
cellid_000115839-1,poa dissection
cellid_000115840-1,poa dissection
cellid_000115841-1,poa dissection
cellid_000115842-1,poa dissection
cellid_000115843-1,poa dissection
cellid_000115844-1,poa dissection
cellid_000115845-1,poa dissection
cellid_000115846-1,poa dissection
cellid_000115847-1,poa dissection
cellid_000115848-1,poa dissection
cellid_000115849-1,poa dissection
cellid_000115850-1,poa dissection
cellid_000115851-1,poa dissection
cellid_000115852-1,poa dissection
cellid_000115853-1,poa dissection
cellid_000115854-1,poa dissection
cellid_000115855-1,poa dissection
cellid_000115856-1,poa dissection
cellid_000115857-1,poa dissection
cellid_000115858-1,poa dissection
cellid_000115859-1,poa dissection
cellid_000115860-1,poa dissection
cellid_000115861-1,poa dissection
cellid_000115862-1,poa dissection
cellid_000115863-1,poa dissection
cellid_000115864-1,poa dissection
cellid_000115865-1,poa dissection
cellid_000115866-1,poa dissection
cellid_000115867-1,poa dissection
cellid_000115868-1,poa dissection
cellid_000115869-1,poa dissection
cellid_000115870-1,poa dissection
cellid_000115871-1,poa dissection
cellid_000115872-1,poa dissection
cellid_000115873-1,poa dissection
cellid_000115874-1,poa dissection
cellid_000115875-1,poa dissection
cellid_000115876-1,poa dissection
cellid_000115877-1,poa dissection
cellid_000115878-1,poa dissection
cellid_000115879-1,poa dissection
cellid_000115881-1,poa dissection
cellid_000115882-1,poa dissection
cellid_000115883-1,poa dissection
cellid_000115884-1,poa dissection
cellid_000115885-1,poa dissection
cellid_000115886-1,poa dissection
cellid_000115887-1,poa dissection
cellid_000115888-1,poa dissection
cellid_000115889-1,poa dissection
cellid_000115890-1,poa dissection
cellid_000115891-1,poa dissection
cellid_000115892-1,poa dissection
cellid_000115893-1,poa dissection
cellid_000115894-1,poa dissection
cellid_000115895-1,poa dissection
cellid_000115896-1,poa dissection
cellid_000115897-1,poa dissection
cellid_000115898-1,poa dissection
cellid_000115899-1,poa dissection
cellid_000115900-1,poa dissection
cellid_000115901-1,poa dissection
cellid_000115902-1,poa dissection
cellid_000115903-1,poa dissection
cellid_000115904-1,poa dissection
cellid_000115905-1,poa dissection
cellid_000115906-1,poa dissection
cellid_000115907-1,poa dissection
cellid_000115908-1,poa dissection
cellid_000115909-1,poa dissection
cellid_000115910-1,poa dissection
cellid_000115911-1,poa dissection
cellid_000115912-1,poa dissection
cellid_000115913-1,poa dissection
cellid_000115914-1,poa dissection
cellid_000115915-1,poa dissection
cellid_000115916-1,poa dissection
cellid_000115917-1,poa dissection
cellid_000115918-1,poa dissection
cellid_000115919-1,poa dissection
cellid_000115920-1,poa dissection
cellid_000115921-1,poa dissection
cellid_000115922-1,poa dissection
cellid_000115923-1,poa dissection
cellid_000115924-1,poa dissection
cellid_000115925-1,poa dissection
cellid_000115926-1,poa dissection
cellid_000115927-1,poa dissection
cellid_000115928-1,poa dissection
cellid_000115929-1,poa dissection
cellid_000115930-1,poa dissection
cellid_000115931-1,poa dissection
cellid_000115932-1,poa dissection
cellid_000115933-1,poa dissection
cellid_000115934-1,poa dissection
cellid_000115935-1,poa dissection
cellid_000115936-1,poa dissection
cellid_000115937-1,poa dissection
cellid_000115938-1,poa dissection
cellid_000115939-1,poa dissection
cellid_000115940-1,poa dissection
cellid_000115941-1,poa dissection
cellid_000115942-1,poa dissection
cellid_000115943-1,poa dissection
cellid_000115944-1,poa dissection
cellid_000115945-1,poa dissection
cellid_000115946-1,poa dissection
cellid_000115947-1,poa dissection
cellid_000115948-1,poa dissection
cellid_000115949-1,poa dissection
cellid_000115950-1,poa dissection
cellid_000115951-1,poa dissection
cellid_000115952-1,poa dissection
cellid_000115953-1,poa dissection
cellid_000115954-1,poa dissection
cellid_000115955-1,poa dissection
cellid_000115956-1,poa dissection
cellid_000115957-1,poa dissection
cellid_000115958-1,poa dissection
cellid_000115959-1,poa dissection
cellid_000115960-1,poa dissection
cellid_000115961-1,poa dissection
cellid_000115962-1,poa dissection
cellid_000115963-1,poa dissection
cellid_000115964-1,poa dissection
cellid_000115965-1,poa dissection
cellid_000115966-1,poa dissection
cellid_000115967-1,poa dissection
cellid_000115968-1,poa dissection
cellid_000115969-1,poa dissection
cellid_000115970-1,poa dissection
cellid_000115971-1,poa dissection
cellid_000115972-1,poa dissection
cellid_000115973-1,poa dissection
cellid_000115975-1,poa dissection
cellid_000115976-1,poa dissection
cellid_000115977-1,poa dissection
cellid_000115978-1,poa dissection
cellid_000115979-1,poa dissection
cellid_000115980-1,poa dissection
cellid_000115981-1,poa dissection
cellid_000115982-1,poa dissection
cellid_000115983-1,poa dissection
cellid_000115984-1,poa dissection
cellid_000115985-1,poa dissection
cellid_000115986-1,poa dissection
cellid_000115987-1,poa dissection
cellid_000115988-1,poa dissection
cellid_000115989-1,poa dissection
cellid_000115990-1,poa dissection
cellid_000115991-1,poa dissection
cellid_000115992-1,poa dissection
cellid_000115993-1,poa dissection
cellid_000115994-1,poa dissection
cellid_000115995-1,poa dissection
cellid_000115996-1,poa dissection
cellid_000115997-1,poa dissection
cellid_000115998-1,poa dissection
cellid_000115999-1,poa dissection
cellid_000116000-1,poa dissection
cellid_000116001-1,poa dissection
cellid_000116002-1,poa dissection
cellid_000116003-1,poa dissection
cellid_000116004-1,poa dissection
cellid_000116005-1,poa dissection
cellid_000116006-1,poa dissection
cellid_000116007-1,poa dissection
cellid_000116008-1,poa dissection
cellid_000116009-1,poa dissection
cellid_000116010-1,poa dissection
cellid_000116011-1,poa dissection
cellid_000116012-1,poa dissection
cellid_000116013-1,poa dissection
cellid_000116014-1,poa dissection
cellid_000116015-1,poa dissection
cellid_000116016-1,poa dissection
cellid_000116017-1,poa dissection
cellid_000116018-1,poa dissection
cellid_000116019-1,poa dissection
cellid_000116020-1,poa dissection
cellid_000116021-1,poa dissection
cellid_000116022-1,poa dissection
cellid_000116023-1,poa dissection
cellid_000116024-1,poa dissection
cellid_000116025-1,poa dissection
cellid_000116026-1,poa dissection
cellid_000116027-1,poa dissection
cellid_000116028-1,poa dissection
cellid_000116029-1,poa dissection
cellid_000116030-1,poa dissection
cellid_000116031-1,poa dissection
cellid_000116032-1,poa dissection
cellid_000116033-1,poa dissection
cellid_000116034-1,poa dissection
cellid_000116035-1,poa dissection
cellid_000116036-1,poa dissection
cellid_000116037-1,poa dissection
cellid_000116038-1,poa dissection
cellid_000116039-1,poa dissection
cellid_000116040-1,poa dissection
cellid_000116041-1,poa dissection
cellid_000116042-1,poa dissection
cellid_000116043-1,poa dissection
cellid_000116044-1,poa dissection
cellid_000116045-1,poa dissection
cellid_000116046-1,poa dissection
cellid_000116047-1,poa dissection
cellid_000116048-1,poa dissection
cellid_000116050-1,poa dissection
cellid_000116051-1,poa dissection
cellid_000116052-1,poa dissection
cellid_000116053-1,poa dissection
cellid_000116054-1,poa dissection
cellid_000116055-1,poa dissection
cellid_000116056-1,poa dissection
cellid_000116057-1,poa dissection
cellid_000116058-1,poa dissection
cellid_000116060-1,poa dissection
cellid_000116061-1,poa dissection
cellid_000116062-1,poa dissection
cellid_000116063-1,poa dissection
cellid_000116064-1,poa dissection
cellid_000116065-1,poa dissection
cellid_000116066-1,poa dissection
cellid_000116067-1,poa dissection
cellid_000116068-1,poa dissection
cellid_000116069-1,poa dissection
cellid_000116070-1,poa dissection
cellid_000116071-1,poa dissection
cellid_000116072-1,poa dissection
cellid_000116073-1,poa dissection
cellid_000116074-1,poa dissection
cellid_000116075-1,poa dissection
cellid_000116076-1,poa dissection
cellid_000116077-1,poa dissection
cellid_000116078-1,poa dissection
cellid_000116079-1,poa dissection
cellid_000116080-1,poa dissection
cellid_000116081-1,poa dissection
cellid_000116082-1,poa dissection
cellid_000116083-1,poa dissection
cellid_000116084-1,poa dissection
cellid_000116085-1,poa dissection
cellid_000116086-1,poa dissection
cellid_000116087-1,poa dissection
cellid_000116088-1,poa dissection
cellid_000116089-1,poa dissection
cellid_000116090-1,poa dissection
cellid_000116091-1,poa dissection
cellid_000116092-1,poa dissection
cellid_000116093-1,poa dissection
cellid_000116094-1,poa dissection
cellid_000116095-1,poa dissection
cellid_000116096-1,poa dissection
cellid_000116097-1,poa dissection
cellid_000116098-1,poa dissection
cellid_000116099-1,poa dissection
cellid_000116100-1,poa dissection
cellid_000116101-1,poa dissection
cellid_000116102-1,poa dissection
cellid_000116103-1,poa dissection
cellid_000116104-1,poa dissection
cellid_000116105-1,poa dissection
cellid_000116106-1,poa dissection
cellid_000116107-1,poa dissection
cellid_000116108-1,poa dissection
cellid_000116109-1,poa dissection
cellid_000116110-1,poa dissection
cellid_000116111-1,poa dissection
cellid_000116113-1,poa dissection
cellid_000116114-1,poa dissection
cellid_000116115-1,poa dissection
cellid_000116116-1,poa dissection
cellid_000116117-1,poa dissection
cellid_000116118-1,poa dissection
cellid_000116119-1,poa dissection
cellid_000116120-1,poa dissection
cellid_000116121-1,poa dissection
cellid_000116122-1,poa dissection
cellid_000116123-1,poa dissection
cellid_000116124-1,poa dissection
cellid_000116125-1,poa dissection
cellid_000116126-1,poa dissection
cellid_000116127-1,poa dissection
cellid_000116128-1,poa dissection
cellid_000116129-1,poa dissection
cellid_000116130-1,poa dissection
cellid_000116131-1,poa dissection
cellid_000116132-1,poa dissection
cellid_000116133-1,poa dissection
cellid_000116134-1,poa dissection
cellid_000116135-1,poa dissection
cellid_000116136-1,poa dissection
cellid_000116137-1,poa dissection
cellid_000116138-1,poa dissection
cellid_000116139-1,poa dissection
cellid_000116140-1,poa dissection
cellid_000116141-1,poa dissection
cellid_000116142-1,poa dissection
cellid_000116143-1,poa dissection
cellid_000116144-1,poa dissection
cellid_000116145-1,poa dissection
cellid_000116146-1,poa dissection
cellid_000116147-1,poa dissection
cellid_000116148-1,poa dissection
cellid_000116149-1,poa dissection
cellid_000116150-1,poa dissection
cellid_000116151-1,poa dissection
cellid_000116152-1,poa dissection
cellid_000116153-1,poa dissection
cellid_000116154-1,poa dissection
cellid_000116155-1,poa dissection
cellid_000116156-1,poa dissection
cellid_000116157-1,poa dissection
cellid_000116158-1,poa dissection
cellid_000116159-1,poa dissection
cellid_000116160-1,poa dissection
cellid_000116161-1,poa dissection
cellid_000116162-1,poa dissection
cellid_000116163-1,poa dissection
cellid_000116164-1,poa dissection
cellid_000116165-1,poa dissection
cellid_000116166-1,poa dissection
cellid_000116167-1,poa dissection
cellid_000116168-1,poa dissection
cellid_000116169-1,poa dissection
cellid_000116170-1,poa dissection
cellid_000116171-1,poa dissection
cellid_000116172-1,poa dissection
cellid_000116173-1,poa dissection
cellid_000116174-1,poa dissection
cellid_000116175-1,poa dissection
cellid_000116176-1,poa dissection
cellid_000116177-1,poa dissection
cellid_000116178-1,poa dissection
cellid_000116179-1,poa dissection
cellid_000116181-1,poa dissection
cellid_000116182-1,poa dissection
cellid_000116183-1,poa dissection
cellid_000116184-1,poa dissection
cellid_000116185-1,poa dissection
cellid_000116186-1,poa dissection
cellid_000116187-1,poa dissection
cellid_000116188-1,poa dissection
cellid_000116189-1,poa dissection
cellid_000116190-1,poa dissection
cellid_000116191-1,poa dissection
cellid_000116192-1,poa dissection
cellid_000116193-1,poa dissection
cellid_000116194-1,poa dissection
cellid_000116195-1,poa dissection
cellid_000116196-1,poa dissection
cellid_000116197-1,poa dissection
cellid_000116198-1,poa dissection
cellid_000116199-1,poa dissection
cellid_000116200-1,poa dissection
cellid_000116201-1,poa dissection
cellid_000116202-1,poa dissection
cellid_000116203-1,poa dissection
cellid_000116204-1,poa dissection
cellid_000116205-1,poa dissection
cellid_000116206-1,poa dissection
cellid_000116207-1,poa dissection
cellid_000116208-1,poa dissection
cellid_000116209-1,poa dissection
cellid_000116210-1,poa dissection
cellid_000116211-1,poa dissection
cellid_000116212-1,poa dissection
cellid_000116213-1,poa dissection
cellid_000116215-1,poa dissection
cellid_000116216-1,poa dissection
cellid_000116217-1,poa dissection
cellid_000116218-1,poa dissection
cellid_000116219-1,poa dissection
cellid_000116220-1,poa dissection
cellid_000116221-1,poa dissection
cellid_000116222-1,poa dissection
cellid_000116223-1,poa dissection
cellid_000116224-1,poa dissection
cellid_000116225-1,poa dissection
cellid_000116226-1,poa dissection
cellid_000116227-1,poa dissection
cellid_000116228-1,poa dissection
cellid_000116229-1,poa dissection
cellid_000116230-1,poa dissection
cellid_000116231-1,poa dissection
cellid_000116232-1,poa dissection
cellid_000116233-1,poa dissection
cellid_000116234-1,poa dissection
cellid_000116235-1,poa dissection
cellid_000116236-1,poa dissection
cellid_000116237-1,poa dissection
cellid_000116238-1,poa dissection
cellid_000116239-1,poa dissection
cellid_000116240-1,poa dissection
cellid_000116241-1,poa dissection
cellid_000116242-1,poa dissection
cellid_000116243-1,poa dissection
cellid_000116244-1,poa dissection
cellid_000116245-1,poa dissection
cellid_000116246-1,poa dissection
cellid_000116247-1,poa dissection
cellid_000116248-1,poa dissection
cellid_000116249-1,poa dissection
cellid_000116250-1,poa dissection
cellid_000116251-1,poa dissection
cellid_000116252-1,poa dissection
cellid_000116253-1,poa dissection
cellid_000116254-1,poa dissection
cellid_000116255-1,poa dissection
cellid_000116257-1,poa dissection
cellid_000116258-1,poa dissection
cellid_000116259-1,poa dissection
cellid_000116260-1,poa dissection
cellid_000116261-1,poa dissection
cellid_000116262-1,poa dissection
cellid_000116264-1,poa dissection
cellid_000116265-1,poa dissection
cellid_000116266-1,poa dissection
cellid_000116267-1,poa dissection
cellid_000116268-1,poa dissection
cellid_000116269-1,poa dissection
cellid_000116270-1,poa dissection
cellid_000116271-1,poa dissection
cellid_000116272-1,poa dissection
cellid_000116273-1,poa dissection
cellid_000116274-1,poa dissection
cellid_000116275-1,poa dissection
cellid_000116276-1,poa dissection
cellid_000116277-1,poa dissection
cellid_000116278-1,poa dissection
cellid_000116279-1,poa dissection
cellid_000116280-1,poa dissection
cellid_000116281-1,poa dissection
cellid_000116282-1,poa dissection
cellid_000116283-1,poa dissection
cellid_000116284-1,poa dissection
cellid_000116285-1,poa dissection
